,PrimaryColor,BreedCategory,IntakeStatus,PetAgeCategory,Sex,TopBreed,BinaryOutcome
110123,1,1,1,3,0,18,1
110125,0,0,1,0,1,17,1
110126,5,2,1,0,1,7,0
110128,7,2,4,3,1,6,1
110129,9,1,1,1,0,4,1
110132,11,0,1,3,1,15,1
110135,3,2,1,3,0,4,1
110136,0,1,1,1,0,18,1
110137,0,1,1,1,0,15,1
110139,5,1,1,0,0,18,1
110140,3,1,1,3,0,18,1
110144,10,1,1,1,0,4,1
110146,3,1,2,2,0,15,0
110147,0,2,4,0,1,17,0
110150,10,1,1,2,0,7,1
110152,10,2,2,2,1,17,0
110156,5,1,1,2,0,17,0
110160,10,1,1,3,1,18,0
110163,1,1,1,0,1,18,0
110165,3,2,1,3,0,15,1
110168,10,1,1,1,1,14,0
110169,7,2,0,1,0,17,1
110170,0,0,4,0,1,23,1
110172,10,2,1,1,0,15,1
110174,10,0,1,3,0,17,1
110175,1,1,1,0,0,26,0
110176,7,2,0,3,1,17,1
110179,7,0,1,3,1,18,1
110180,9,1,1,1,1,4,0
110187,0,0,1,0,0,18,0
110188,10,2,3,1,1,12,0
110189,0,1,1,3,0,15,0
110193,7,1,2,2,0,13,0
110194,9,1,4,3,1,17,0
110195,10,1,1,3,1,1,0
110198,0,1,2,1,0,15,0
110199,5,1,1,0,1,17,1
110200,3,0,1,0,1,3,0
110201,0,1,1,3,1,5,0
110203,7,0,1,0,0,12,1
110205,7,0,1,2,1,17,0
110207,10,1,1,0,1,19,1
110209,3,1,1,3,1,18,1
110212,3,0,1,3,0,4,1
110213,3,0,1,1,0,10,1
110214,3,2,1,3,1,21,0
110217,7,1,4,3,1,7,1
110218,11,1,1,3,0,15,1
110219,0,1,1,0,1,19,1
110221,0,0,1,3,1,17,0
110222,0,1,1,0,0,17,1
110224,3,1,1,0,0,6,1
110225,1,1,1,1,0,2,0
110226,7,2,1,3,0,7,1
110230,0,0,1,3,1,15,1
110231,1,0,4,0,1,1,0
110233,7,1,1,0,1,7,1
110236,0,2,1,0,1,5,1
110238,1,1,1,0,0,18,1
110240,1,0,0,3,1,1,1
110243,0,2,1,3,0,11,1
110244,3,0,0,0,0,2,1
110248,0,2,2,2,1,15,0
110252,0,1,2,0,0,22,0
110254,3,1,2,2,1,24,0
110259,10,1,1,3,1,18,0
110262,3,1,1,0,1,15,0
110263,1,2,4,2,1,18,0
110265,7,1,1,0,0,21,1
110272,2,1,1,3,0,18,0
110275,0,1,2,2,1,18,1
110277,7,1,2,2,1,7,0
110279,10,0,2,2,1,17,0
110286,0,1,1,0,1,5,1
110287,10,0,1,3,1,17,1
110289,0,0,1,1,0,2,1
110290,5,1,2,3,1,18,0
110293,10,0,1,0,1,5,0
110294,0,0,1,1,0,15,1
110295,11,2,1,0,1,9,1
110298,3,1,4,0,0,17,0
110300,7,1,1,0,1,7,1
110301,2,1,1,0,0,17,1
110303,3,1,1,3,0,18,1
110305,5,2,1,0,1,17,0
110307,0,0,1,1,1,15,1
110309,0,1,1,0,1,7,0
110311,0,2,1,0,1,7,1
110312,7,0,1,0,0,7,1
110313,3,1,1,3,1,26,1
110314,7,2,1,0,1,19,1
110319,0,1,2,0,1,17,1
110321,3,0,1,0,1,19,1
110325,10,1,1,0,1,18,0
110327,0,2,1,0,0,20,1
110329,0,1,2,2,1,18,0
110337,0,1,1,0,1,8,0
110339,0,1,2,1,0,22,0
110340,0,1,1,3,0,18,0
110343,7,0,4,0,1,7,0
110346,5,2,1,2,0,17,0
110352,5,0,1,0,1,1,0
110354,3,0,0,0,1,4,1
110356,3,1,4,0,1,18,0
110357,10,1,4,0,1,18,0
110359,10,1,4,3,0,18,0
110361,7,0,0,0,0,17,0
110363,7,1,1,3,0,17,1
110368,10,0,1,3,1,18,0
110371,0,2,0,1,0,15,0
110375,2,2,1,1,1,17,1
110376,7,1,4,0,1,6,0
110377,10,0,1,0,0,17,1
110380,3,0,1,0,1,19,1
110384,1,1,0,0,1,23,0
110388,3,1,1,0,0,19,0
110396,5,2,1,3,1,15,0
110400,3,0,1,3,1,12,0
110401,2,1,1,3,0,18,1
110402,2,0,0,2,1,8,0
110403,1,2,1,0,0,17,1
110405,3,2,1,3,0,17,1
110408,0,1,1,0,0,18,1
110409,0,1,1,3,1,24,0
110413,0,0,1,3,1,21,0
110416,5,1,1,3,1,18,1
110420,0,0,1,3,1,12,0
110422,2,1,0,0,1,18,1
110423,1,1,1,3,0,18,0
110426,2,1,1,3,0,18,1
110427,3,0,1,0,1,12,0
110429,3,0,1,3,0,6,1
110431,0,0,1,1,0,22,1
110432,3,2,4,1,0,8,1
110433,1,0,1,1,0,17,1
110435,7,1,1,2,1,14,0
110437,1,1,4,3,0,17,0
110438,4,2,1,3,0,3,1
110439,3,2,1,3,1,17,1
110441,0,2,1,3,1,7,0
110443,5,0,1,3,0,8,0
110444,3,0,0,3,1,14,0
110446,0,1,2,2,1,17,0
110449,0,1,0,0,1,22,0
110451,0,1,0,0,0,8,0
110455,3,0,4,0,1,8,0
110457,1,0,1,0,1,20,1
110460,1,1,4,2,1,18,1
110462,3,0,4,2,0,4,0
110463,0,1,1,0,0,17,1
110467,3,1,1,0,0,17,1
110469,0,1,4,3,0,18,0
110470,3,2,1,3,1,17,1
110482,10,1,1,0,1,20,0
110488,2,0,2,0,0,12,0
110489,10,1,4,3,0,18,0
110490,7,1,4,2,1,17,0
110495,5,0,1,0,1,17,1
110499,10,1,1,0,1,18,0
110501,7,0,1,3,0,7,1
110502,3,0,0,0,1,17,0
110506,3,1,1,3,1,7,1
110507,3,2,1,0,1,12,1
110508,0,0,0,3,0,17,0
110510,0,1,1,3,0,15,1
110511,0,0,1,3,1,15,1
110512,0,0,1,3,0,12,0
110514,5,2,4,3,0,21,0
110515,0,1,1,2,1,12,0
110518,3,2,1,0,1,18,0
110519,0,1,4,2,1,22,0
110522,10,2,1,2,1,21,1
110529,10,1,1,0,1,17,0
110531,0,0,1,3,1,12,0
110533,0,0,1,1,0,15,1
110537,0,2,1,3,1,17,1
110541,0,1,1,2,0,12,0
110548,9,0,1,3,1,4,1
110551,11,2,0,0,1,7,1
110554,0,1,4,2,0,17,0
110557,3,1,0,0,1,18,0
110561,3,1,1,2,1,4,0
110567,3,2,1,1,0,7,1
110568,3,1,1,0,0,17,0
110569,9,1,1,0,1,17,0
110570,3,1,1,0,1,7,1
110573,7,0,1,1,1,17,1
110574,7,1,1,3,1,12,0
110575,3,1,1,0,1,6,0
110577,10,2,0,0,0,7,1
110579,0,1,1,0,0,18,1
110581,0,0,1,3,0,15,1
110582,10,1,1,0,0,24,1
110585,0,0,1,1,0,12,1
110591,3,0,2,3,1,12,0
110593,0,1,1,3,1,12,0
110595,0,1,1,3,0,22,1
110596,0,1,1,3,1,15,0
110597,0,2,1,3,1,22,0
110598,0,1,1,0,1,12,0
110599,3,1,1,0,1,18,1
110600,10,2,3,3,0,4,0
110601,10,1,4,0,0,7,0
110602,2,1,1,3,1,18,1
110604,3,2,1,3,0,4,1
110605,10,1,1,3,0,24,1
110606,10,1,1,3,1,24,1
110608,2,1,2,2,0,17,0
110609,3,1,1,3,1,1,0
110610,0,2,1,3,1,17,1
110615,3,2,0,3,0,7,1
110617,7,1,1,3,0,15,1
110620,0,2,1,3,1,21,0
110625,10,0,1,0,0,4,1
110627,3,0,1,0,1,7,0
110628,2,2,1,3,1,18,0
110633,7,1,1,2,1,17,0
110634,3,1,2,2,1,26,0
110636,1,1,1,0,0,18,0
110637,3,1,4,3,0,18,0
110639,1,0,1,0,1,24,0
110641,7,2,1,0,0,15,1
110643,3,2,3,3,0,4,0
110650,3,0,1,0,1,5,0
110651,1,0,1,3,0,17,1
110652,10,1,1,0,0,25,1
110656,10,0,1,3,0,21,1
110657,0,1,0,0,1,17,0
110659,3,0,1,0,1,17,0
110660,0,0,1,3,0,15,0
110661,9,1,1,0,1,4,1
110663,2,1,1,3,0,4,0
110665,0,0,1,3,1,26,1
110669,0,0,1,3,1,15,0
110670,1,1,2,0,0,18,0
110673,9,2,0,3,1,25,1
110675,3,0,4,1,0,7,1
110676,3,1,1,0,1,12,0
110679,0,2,3,1,0,5,1
110680,3,1,1,3,0,17,0
110681,10,1,1,1,1,5,0
110683,7,0,1,3,1,17,1
110684,5,0,1,1,1,17,1
110685,7,0,1,3,0,12,1
110688,7,1,4,2,1,18,0
110695,11,1,1,3,1,13,1
110696,1,1,1,3,1,18,0
110699,0,0,1,3,0,12,0
110700,0,0,1,0,1,4,1
110703,0,0,1,0,1,24,0
110705,11,2,1,1,1,17,1
110707,10,1,1,0,0,4,1
110708,2,1,0,3,0,17,0
110710,7,1,1,3,0,18,0
110712,2,2,1,0,1,21,1
110715,0,0,1,0,1,12,0
110719,0,2,4,3,0,17,0
110728,10,1,2,2,1,7,0
110730,3,1,1,3,1,7,0
110731,9,2,2,2,0,4,0
110733,10,0,2,2,0,0,0
110735,10,1,1,3,0,25,0
110736,9,2,1,1,1,17,1
110737,7,1,1,3,1,12,0
110738,3,2,1,3,1,4,1
110741,3,0,1,1,0,11,1
110744,3,1,1,1,0,4,0
110747,1,1,4,2,0,24,0
110748,3,1,1,3,1,18,0
110750,2,0,1,3,0,18,0
110751,7,0,1,3,1,15,1
110753,0,0,1,0,1,12,0
110754,0,1,4,0,0,17,0
110755,3,1,4,0,1,19,0
110756,7,1,1,3,1,4,0
110757,10,0,1,1,1,12,1
110758,0,0,1,1,0,2,1
110760,2,0,4,1,1,17,0
110761,3,0,4,0,0,4,0
110763,10,1,1,3,1,20,1
110765,3,1,1,0,0,6,1
110769,3,1,1,0,0,17,0
110771,2,1,1,1,1,18,0
110772,7,1,1,3,0,6,0
110775,3,1,1,3,1,17,0
110782,0,0,1,3,0,17,1
110784,2,1,2,3,0,18,0
110788,7,1,1,3,1,19,0
110794,1,2,4,3,1,1,0
110798,10,2,1,1,0,6,1
110801,2,0,4,3,1,6,1
110802,0,2,1,3,0,6,1
110803,7,2,1,0,0,4,1
110805,10,1,1,0,1,20,0
110806,10,1,1,3,1,17,1
110809,3,2,2,3,0,18,1
110810,3,2,1,3,0,14,1
110812,3,2,1,1,1,8,1
110813,7,1,2,2,0,21,1
110814,3,0,2,3,1,8,1
110815,6,1,1,1,1,17,1
110819,10,2,1,0,0,7,1
110820,5,1,1,2,0,1,0
110821,0,1,1,3,1,21,0
110825,10,0,1,1,0,24,1
110826,10,1,1,3,0,1,0
110828,2,1,4,0,0,7,0
110832,10,2,1,3,0,17,1
110833,9,0,1,0,1,17,1
110838,7,1,1,1,1,4,1
110839,10,0,1,3,1,17,1
110842,7,1,1,0,1,18,1
110843,0,1,1,1,1,22,1
110845,5,1,1,3,1,18,1
110846,0,2,1,3,0,15,0
110847,5,1,1,0,0,18,1
110849,1,0,1,1,0,23,1
110850,0,2,1,3,1,4,1
110852,0,0,1,3,0,15,1
110856,0,1,1,0,1,20,1
110858,0,0,1,0,1,17,1
110861,3,0,2,3,1,15,0
110866,0,0,1,3,1,11,1
110867,10,1,1,1,0,17,0
110869,3,0,1,0,1,21,1
110873,7,1,1,2,0,17,1
110875,1,1,1,0,0,17,0
110877,0,2,1,3,1,17,0
110878,0,0,1,0,1,25,0
110881,3,0,1,1,1,11,1
110883,5,2,1,0,1,7,1
110886,0,0,1,0,1,24,0
110887,5,1,1,3,0,17,0
110888,0,1,1,3,0,12,0
110891,3,0,4,3,1,12,0
110892,2,2,4,0,1,6,0
110894,3,0,0,3,1,17,0
110895,5,2,0,0,1,7,1
110898,0,0,1,0,1,5,1
110901,0,0,1,1,0,26,0
110904,5,0,1,1,0,1,1
110907,3,1,1,0,1,6,1
110910,3,1,4,3,0,4,1
110912,5,0,1,3,0,12,0
110913,9,1,1,3,1,17,1
110916,9,1,1,3,0,14,1
110921,1,1,1,3,1,18,1
110922,0,0,0,0,1,10,0
110923,3,2,1,0,0,24,1
110927,3,2,1,3,0,6,1
110928,3,2,1,3,1,17,0
110930,3,1,4,3,1,18,1
110932,10,1,1,3,0,25,1
110933,0,0,1,3,0,15,1
110934,10,1,1,1,0,14,1
110937,10,1,1,1,1,4,1
110938,1,1,2,3,0,18,0
110940,11,2,1,1,0,15,1
110943,0,1,1,3,0,12,0
110944,7,0,1,3,1,12,0
110945,7,1,1,2,0,4,0
110946,3,2,1,3,0,17,1
110949,1,1,2,0,0,18,0
110958,0,2,1,1,1,17,0
110961,5,1,1,0,1,18,0
110965,3,2,1,0,0,12,1
110966,10,0,1,3,1,18,0
110967,1,0,1,3,1,17,1
110971,0,0,1,3,0,15,1
110972,7,0,4,0,1,7,0
110974,10,2,1,3,0,18,0
110978,3,2,1,3,1,19,1
110979,0,1,1,3,1,15,0
110980,7,1,4,0,1,7,1
110982,7,2,1,1,1,19,1
110983,10,1,0,0,1,7,0
110986,0,0,1,3,1,18,1
110988,1,0,4,0,1,17,0
110992,0,1,1,1,0,25,1
110993,2,2,1,0,1,4,1
110994,0,1,2,0,1,24,1
110995,7,2,1,3,0,6,0
110998,0,0,1,3,0,15,0
110999,7,0,2,0,0,4,0
111001,5,0,1,0,1,17,0
111006,7,2,1,0,1,26,1
111007,10,1,1,3,0,17,1
111008,0,1,1,3,1,20,0
111011,7,1,1,0,0,18,1
111017,11,1,1,0,1,15,0
111018,0,2,1,1,0,15,0
111021,3,0,1,1,1,17,1
111023,1,1,1,3,1,18,1
111024,10,1,1,3,0,14,0
111025,10,1,1,0,1,17,1
111028,0,0,1,1,1,17,1
111030,7,1,3,1,1,18,1
111031,0,0,1,1,1,12,0
111032,3,0,1,0,0,25,0
111033,0,2,4,0,0,15,0
111034,0,0,4,3,1,15,1
111035,2,2,1,0,0,15,1
111036,9,0,2,1,1,4,1
111037,3,2,1,3,1,12,0
111038,0,0,1,1,1,11,1
111039,5,1,0,3,0,18,0
111041,0,2,1,3,0,17,1
111046,3,1,4,0,0,15,0
111047,0,0,1,0,0,17,0
111048,3,2,1,0,0,4,0
111050,7,1,1,0,1,7,1
111051,7,2,1,3,0,4,1
111062,10,1,1,3,1,24,0
111065,0,1,1,3,1,22,0
111068,2,2,1,1,1,18,0
111070,10,1,4,0,1,6,1
111071,10,1,1,3,1,17,0
111072,0,2,1,0,1,5,0
111074,3,0,1,1,1,17,1
111075,9,0,1,0,0,4,0
111076,2,0,1,3,0,15,0
111080,0,1,1,0,1,18,0
111081,0,2,1,2,1,4,1
111084,7,2,2,2,1,21,0
111085,3,0,1,1,0,18,0
111086,7,1,2,0,1,24,0
111090,1,1,4,3,0,25,0
111091,10,0,4,0,1,15,1
111092,2,1,2,0,0,18,0
111100,0,0,4,3,1,18,0
111101,0,1,4,3,0,22,0
111111,3,0,1,0,1,12,0
111112,0,2,1,3,1,15,0
111113,10,1,1,2,1,20,0
111114,10,2,1,0,0,14,0
111115,7,1,1,0,0,4,0
111121,0,1,2,3,1,18,0
111136,0,1,1,3,1,17,0
111138,3,1,2,0,1,19,0
111143,0,1,1,0,1,16,0
111151,0,0,2,0,1,4,0
111153,3,2,1,0,1,17,1
111161,7,2,4,2,1,6,0
111168,7,1,2,0,1,7,0
111169,10,1,0,0,1,17,0
111171,7,2,1,1,0,21,0
111176,3,1,0,3,1,7,0
111182,10,0,1,0,1,4,1
111185,0,1,1,0,0,16,1
111186,3,1,1,3,1,6,1
111187,0,2,1,0,0,15,0
111188,3,2,1,1,1,7,1
111193,10,1,1,1,1,4,0
111195,9,0,1,0,1,4,1
111197,10,2,1,1,0,14,1
111198,7,2,1,1,1,17,1
111201,10,2,1,3,0,5,1
111202,10,0,1,2,1,20,0
111204,7,1,1,1,0,7,0
111208,5,2,1,1,0,15,1
111211,7,1,1,3,0,18,1
111214,0,2,1,3,1,12,0
111215,10,0,1,0,1,17,1
111217,2,0,1,0,0,17,1
111218,0,1,1,3,0,26,1
111219,10,0,1,3,1,23,1
111220,9,1,2,3,1,4,1
111222,10,1,1,3,1,17,0
111223,0,0,1,3,0,24,0
111225,2,1,1,0,1,18,0
111228,10,1,1,0,0,12,0
111229,0,0,1,3,0,10,0
111230,10,1,2,1,0,18,0
111231,3,0,1,1,1,17,1
111232,10,0,1,0,1,20,1
111233,3,0,1,1,1,6,1
111236,7,1,1,3,0,12,1
111239,0,0,2,3,0,17,1
111240,7,0,1,0,0,7,0
111241,0,1,0,0,0,17,0
111242,0,0,1,0,1,15,1
111244,7,1,0,3,1,12,0
111246,2,2,1,1,0,6,0
111250,0,1,1,0,0,16,1
111261,0,2,1,3,0,15,1
111262,7,1,4,1,0,17,0
111266,10,1,1,3,0,18,0
111267,1,1,1,2,1,24,1
111268,10,0,1,0,0,17,0
111279,10,1,4,3,0,18,0
111284,0,1,1,0,0,12,0
111287,0,0,1,0,1,4,1
111292,1,1,1,3,1,18,1
111295,3,1,1,0,1,7,0
111297,1,1,1,0,1,18,0
111298,0,0,1,3,1,5,1
111299,10,0,1,0,1,20,1
111303,3,2,1,1,0,4,1
111317,0,1,2,0,0,7,0
111328,10,1,1,3,1,7,0
111330,7,1,0,3,1,17,0
111337,3,1,1,3,1,17,0
111338,0,1,1,0,1,7,1
111342,7,2,1,0,1,17,1
111345,3,0,1,0,1,17,1
111346,1,0,1,3,0,15,1
111348,9,0,1,3,0,4,1
111349,0,2,1,1,1,22,1
111352,3,2,1,1,0,14,1
111357,3,1,4,0,1,17,1
111358,3,1,1,0,1,7,0
111364,3,1,4,0,0,18,0
111366,10,2,1,0,0,19,0
111367,0,0,4,1,1,15,0
111369,10,1,4,3,1,18,0
111374,10,1,1,3,1,17,0
111378,10,1,1,3,1,18,1
111381,0,1,1,1,0,15,0
111386,9,1,1,3,1,24,0
111388,0,1,1,0,1,5,1
111389,2,1,3,0,0,6,1
111390,2,0,1,0,1,17,1
111391,0,1,1,3,1,19,0
111392,3,0,1,1,0,12,1
111393,0,0,1,1,0,15,1
111394,7,1,1,3,1,20,0
111401,0,2,1,1,1,5,0
111404,9,1,1,0,0,4,0
111410,3,2,1,3,0,15,1
111411,1,1,4,2,1,24,0
111414,3,2,1,3,1,6,0
111421,0,1,1,0,1,24,1
111424,9,1,1,3,0,4,0
111429,0,2,4,2,1,15,0
111442,2,1,4,1,1,18,0
111446,3,2,0,3,1,12,0
111455,9,0,4,2,1,4,0
111463,10,2,3,1,1,12,0
111468,3,2,1,1,0,12,1
111469,3,0,1,1,1,14,1
111471,3,1,0,3,1,17,0
111472,2,1,1,0,1,17,0
111476,7,2,1,1,1,15,0
111478,0,1,1,1,1,15,1
111481,7,0,1,3,0,15,1
111482,0,2,1,3,0,17,1
111483,0,0,1,0,0,17,0
111485,3,0,1,0,1,18,0
111486,0,0,0,3,0,3,1
111487,3,0,1,3,0,15,1
111491,0,0,1,1,1,17,1
111492,0,0,1,0,0,15,1
111494,0,2,1,3,0,17,1
111495,7,1,2,3,0,18,0
111496,10,0,1,3,1,18,1
111498,0,2,1,3,0,15,0
111499,0,1,1,0,1,17,1
111506,0,1,0,0,1,18,0
111515,0,0,2,0,1,22,0
111516,7,2,2,2,0,15,0
111521,0,1,2,2,0,17,0
111522,7,2,1,2,0,21,0
111526,7,0,1,3,0,18,0
111527,2,1,2,1,0,18,0
111530,0,0,1,3,1,12,0
111531,3,0,2,2,0,4,0
111532,7,0,1,0,1,18,0
111533,3,0,0,1,1,15,0
111535,2,0,1,0,1,7,1
111538,7,0,1,1,0,7,0
111540,9,1,4,0,0,17,1
111541,0,1,1,3,1,18,1
111543,10,0,1,1,1,14,1
111546,9,1,0,0,1,7,1
111550,2,1,4,3,0,18,0
111556,1,1,1,2,1,5,0
111567,0,1,2,2,1,12,0
111573,10,1,2,0,0,24,0
111575,1,1,0,3,1,18,0
111578,3,1,2,2,1,7,0
111579,3,0,1,0,1,6,0
111580,3,0,2,2,1,19,0
111582,5,2,2,0,0,8,0
111585,0,1,1,3,1,16,1
111586,10,0,1,0,1,24,1
111588,3,1,1,1,0,18,1
111589,1,1,1,3,0,18,1
111590,2,1,2,0,1,6,1
111592,0,1,0,0,0,18,0
111598,10,2,1,3,1,17,1
111599,7,1,1,3,1,7,1
111600,10,0,1,3,0,15,0
111602,3,1,0,0,0,4,1
111603,2,1,1,0,0,17,0
111604,2,2,1,0,1,17,1
111605,0,1,1,0,1,8,0
111606,10,1,1,0,1,24,0
111609,7,1,1,0,0,15,1
111613,0,1,1,0,0,15,0
111614,3,0,1,3,1,17,1
111617,0,1,1,0,1,16,1
111620,0,1,0,0,1,17,0
111621,7,0,0,3,1,7,0
111622,0,0,2,0,0,15,0
111623,10,1,1,0,0,18,0
111629,0,2,4,3,0,15,0
111630,3,1,2,2,1,18,0
111631,3,1,1,3,1,18,0
111635,2,2,1,0,0,17,0
111640,0,1,2,2,0,24,1
111643,3,1,2,0,1,7,0
111645,3,0,1,1,0,12,0
111646,3,2,1,1,0,17,1
111655,7,1,2,2,0,7,1
111656,0,0,1,3,1,17,0
111657,3,1,1,2,0,18,0
111660,3,2,1,1,0,12,1
111667,3,0,1,0,1,17,1
111668,3,1,1,1,1,7,1
111669,3,0,1,3,0,6,1
111670,2,2,1,3,0,1,1
111671,7,0,1,1,1,17,1
111673,5,0,1,0,1,17,0
111674,0,0,1,1,0,7,1
111675,3,0,1,1,0,17,1
111678,0,0,2,2,1,15,0
111680,7,2,1,3,1,4,1
111682,0,0,1,0,0,15,1
111683,10,1,1,0,1,17,1
111684,9,0,4,3,0,7,0
111687,10,0,4,2,1,18,0
111689,3,2,2,2,1,15,0
111697,5,1,2,0,1,8,0
111702,10,2,1,3,1,7,1
111703,11,2,1,0,1,14,0
111705,9,1,1,0,1,17,0
111706,0,0,1,3,0,15,1
111707,3,2,1,0,0,8,0
111709,3,2,1,0,1,17,0
111712,0,2,1,3,0,15,1
111713,0,1,1,3,0,15,1
111724,9,0,1,2,0,12,1
111725,0,0,2,0,1,12,0
111726,7,0,1,0,1,12,0
111727,3,1,4,2,0,19,0
111731,0,1,1,0,1,26,0
111732,3,1,4,0,0,5,0
111733,9,0,2,3,0,3,0
111735,3,0,1,1,1,15,1
111736,10,1,1,0,0,7,0
111738,3,1,1,3,0,18,1
111739,7,0,1,0,1,12,1
111740,3,2,1,3,1,25,1
111741,7,2,4,0,1,26,1
111742,7,2,0,0,1,15,1
111744,3,0,1,3,1,12,1
111748,3,2,1,1,1,7,0
111753,7,1,1,3,0,13,1
111755,10,2,1,3,0,17,1
111760,0,1,3,1,1,18,1
111767,7,1,1,1,0,18,1
111771,0,2,1,0,1,7,0
111774,0,2,2,3,1,4,1
111776,0,0,1,3,1,4,1
111778,0,0,1,3,0,15,0
111781,7,1,1,0,0,18,1
111782,10,2,1,1,1,15,1
111785,3,2,1,3,0,17,0
111787,0,0,1,3,1,6,1
111788,3,1,1,0,1,0,1
111789,0,1,1,3,0,7,0
111793,4,0,1,3,1,3,1
111795,0,0,1,1,1,15,1
111797,1,1,1,2,1,25,1
111798,1,1,1,0,1,18,1
111799,0,1,1,1,0,17,0
111801,10,1,2,0,1,18,0
111803,3,0,3,0,0,4,0
111805,1,1,2,0,1,18,0
111812,10,1,1,3,1,20,1
111813,2,1,2,1,1,18,0
111815,10,0,2,3,0,18,0
111817,0,1,1,0,1,22,0
111818,7,0,0,3,1,11,1
111820,10,0,1,3,0,18,1
111822,7,0,1,0,0,17,1
111829,3,1,1,0,0,17,0
111831,7,1,1,1,1,18,1
111832,7,1,1,0,0,7,1
111834,0,1,1,0,0,12,0
111837,0,0,1,1,1,18,0
111843,3,0,4,2,1,15,0
111844,3,0,1,0,0,18,0
111845,7,1,0,0,1,18,0
111853,9,1,1,3,0,17,0
111856,10,0,4,2,1,14,0
111857,2,0,0,3,1,17,0
111858,10,0,1,0,1,2,0
111862,9,1,2,2,1,4,0
111874,5,1,4,0,1,3,0
111889,0,1,1,3,0,17,1
111893,2,0,1,1,1,11,0
111900,10,2,2,3,1,15,1
111912,5,2,2,2,1,17,0
111914,7,1,3,1,1,18,0
111923,2,0,1,0,0,17,0
111926,10,1,1,2,1,20,1
111927,0,1,1,0,0,15,0
111928,3,2,1,1,1,13,1
111929,5,1,1,3,0,18,1
111931,0,2,1,3,1,16,0
111932,0,0,1,1,0,18,0
111933,10,1,1,3,1,17,1
111946,9,1,1,0,1,2,0
111950,0,1,1,1,0,23,1
111952,7,1,2,1,0,18,0
111955,7,0,4,3,1,25,0
111958,0,1,1,3,0,17,1
111960,1,2,1,3,1,23,1
111961,7,1,1,0,1,18,0
111962,0,2,1,3,0,19,0
111963,0,1,0,0,1,24,1
111965,0,0,1,1,1,17,1
111966,9,2,1,1,0,3,0
111968,9,1,1,1,1,4,1
111969,1,2,1,3,0,23,1
111970,0,1,1,0,1,17,1
111971,2,0,0,3,1,17,1
111973,7,1,1,2,0,24,0
111974,7,0,1,3,1,17,1
111977,9,1,4,0,1,4,0
111979,10,0,1,0,1,17,1
111984,0,0,1,3,0,22,1
111985,3,2,1,1,0,4,1
111987,0,2,1,3,0,17,1
111992,1,1,2,2,0,17,0
112001,0,2,1,3,0,15,0
112003,3,0,2,0,1,12,0
112004,0,0,4,3,1,18,0
112007,0,0,1,3,0,12,1
112009,0,0,1,0,1,17,0
112014,7,1,2,2,1,8,0
112017,3,2,1,3,0,5,1
112018,10,2,1,0,1,24,0
112021,7,0,1,1,1,17,1
112022,2,1,1,1,0,18,1
112027,3,1,1,3,0,25,0
112028,0,0,1,3,1,11,1
112029,0,2,2,0,1,11,0
112030,10,1,1,0,0,7,1
112032,3,1,1,0,1,7,1
112033,0,2,1,0,1,15,0
112035,6,1,1,3,0,19,1
112037,0,1,1,1,0,8,1
112038,0,1,1,0,1,15,0
112039,0,1,0,0,0,24,1
112041,3,0,4,2,0,8,0
112042,3,1,1,2,1,15,0
112046,7,1,2,2,1,21,0
112047,7,1,2,1,1,7,0
112049,0,0,1,2,1,9,0
112053,11,0,1,0,1,15,0
112054,3,1,0,3,1,18,0
112058,0,1,4,0,0,17,0
112059,1,1,2,1,0,1,0
112061,3,2,1,0,1,17,1
112064,9,1,0,0,1,1,0
112067,3,0,1,0,0,4,0
112070,7,2,1,2,1,4,1
112075,7,1,4,0,0,7,0
112078,0,1,4,3,1,17,1
112079,3,2,1,1,1,18,1
112080,3,0,1,1,0,4,1
112081,3,1,1,1,0,7,0
112082,1,0,1,0,0,17,1
112083,3,2,1,1,0,15,1
112086,10,0,4,3,0,17,1
112091,10,1,2,2,1,17,0
112092,10,0,1,0,0,18,0
112094,0,1,1,1,1,15,1
112098,0,1,1,0,1,15,0
112108,3,0,1,3,1,17,1
112109,0,2,1,3,1,18,1
112110,11,1,2,0,1,15,1
112112,0,2,1,3,0,15,1
112115,1,1,1,0,0,23,0
112118,7,2,2,1,1,15,1
112123,0,1,0,0,0,16,0
112128,7,2,1,3,0,17,0
112129,10,1,1,2,0,17,0
112137,10,1,4,0,0,17,0
112139,0,1,2,2,0,15,0
112141,0,1,3,1,1,18,0
112144,0,2,4,2,0,20,0
112149,5,1,4,3,1,6,0
112151,7,1,1,0,1,8,0
112155,10,0,2,0,1,18,0
112157,3,0,1,3,0,6,0
112158,9,1,1,1,0,4,1
112159,2,2,1,1,1,17,0
112162,0,0,1,0,0,8,1
112163,2,2,2,0,0,17,1
112165,0,0,1,0,0,17,1
112166,3,2,1,3,0,0,1
112167,3,1,1,3,0,7,0
112168,0,2,1,3,0,17,1
112169,7,1,1,1,0,8,0
112172,3,0,1,3,1,4,1
112174,1,1,1,2,0,24,0
112177,3,0,4,1,0,18,0
112180,7,0,4,0,1,18,0
112181,0,1,2,0,1,15,0
112183,0,1,1,1,1,15,0
112184,10,1,4,1,1,18,0
112187,1,2,3,1,1,24,0
112192,0,1,0,0,0,15,0
112194,2,2,1,3,0,17,1
112195,0,2,1,3,0,2,1
112197,10,2,1,0,0,20,1
112199,9,0,1,3,0,4,1
