,PrimaryColor,PrimaryBreed,IntakeInternalStatus,ReproductiveStatusAtIntake,BreedCategory,Pet_age_category,BinaryOutcome,Sex
41009,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
41013,BLACK BRINDLE,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Female
41021,BLACK,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
41027,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Senior,Deny,Male
41030,TAN,BORDER COLLIE,FEARFUL,FERTILE,Two,Young,Deny,Female
41031,WHITE,PIT BULL TERRIER,NORMAL,ALTERED,Mix,Young,Deny,Female
41032,FAWN,BOXER,NORMAL,ALTERED,Pure,Adult,Deny,Female
41034,CREAM,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Deny,Female
41035,BLACK,PEKAPOO,AGED,ALTERED,Two,Senior,Deny,Female
41036,BROWN,MINIATURE PINSCHER,NORMAL,ALTERED,Pure,Young,Take,Female
41037,TAN,PRESA CANARIO,NORMAL,FERTILE,Two,Baby,Deny,Male
41039,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Senior,Deny,Male
41040,WHITE,POMERANIAN,NORMAL,ALTERED,Pure,Young,Take,Female
41042,BLACK,WELSH CORGI - CARDIGAN,NORMAL,FERTILE,Two,Baby,Deny,Male
41045,TAN,CHIHUAHUA - LONG HAIRED,NORMAL,FERTILE,Pure,Adult,Deny,Female
41048,BLACK,MASTIFF,AGGRESSIVE,FERTILE,Mix,Adult,Deny,Female
41049,TRICOLOR,CHOW CHOW,SICK,ALTERED,Two,Adult,Deny,Female
41051,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
41052,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Female
41053,CREAM,PEKINGESE,NORMAL,ALTERED,Pure,Adult,Deny,Male
41054,BLACK,PIT BULL TERRIER,NORMAL,ALTERED,Two,Adult,Deny,Male
41056,TAN,LABRADOR RETRIEVER,SICK,ALTERED,Mix,Senior,Deny,Female
41060,GOLD,GOLDEN RETRIEVER,NORMAL,ALTERED,Pure,Adult,Deny,Female
41063,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Baby,Take,Female
41066,BROWN,PIT BULL TERRIER,SICK,FERTILE,Pure,Baby,Deny,Male
41067,BUFF,PIT BULL TERRIER,NORMAL,FERTILE,Two,Adult,Deny,Female
41069,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Baby,Deny,Female
41071,BLACK,CHOW CHOW,AGED,FERTILE,Mix,Senior,Deny,Male
41073,BLACK,PIT BULL TERRIER,INJURED,FERTILE,Pure,Adult,Deny,Female
41074,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
41077,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Baby,Deny,Female
41079,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Female
41080,TRICOLOR,BLUETICK COONHOUND,INJURED,FERTILE,Mix,Young,Deny,Male
41081,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Male
41085,WHITE,AMERICAN BULLDOG,FEARFUL,FERTILE,Pure,Young,Deny,Male
41089,BLACK,LABRADOR RETRIEVER,AGED,FERTILE,Two,Senior,Deny,Male
41091,TAN,BEAGLE,NORMAL,ALTERED,Mix,Senior,Take,Female
41092,BLACK,GERMAN SHEPHERD DOG,DEAD,FERTILE,Mix,Senior,Deny,Male
41093,BLACK,AMERICAN PIT BULL TERRIER,NORMAL,ALTERED,Two,Adult,Deny,Male
41095,WHITE,AMERICAN BULLDOG,NORMAL,FERTILE,Two,Adult,Deny,Male
41096,BROWN,BOXER,SICK,ALTERED,Two,Adult,Deny,Male
41099,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Pure,Young,Take,Male
41100,TRICOLOR,JACK RUSS TER,NORMAL,FERTILE,Mix,Young,Deny,Male
41102,WHITE,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
41106,BLACK,CHIHUAHUA - LONG HAIRED,SICK,FERTILE,Mix,Baby,Deny,Female
41110,BLACK,BORDER COLLIE,INJURED,FERTILE,Pure,Young,Deny,Female
41141,BLACK,BOSTON TERRIER,DEAD,ALTERED,Pure,Adult,Deny,Male
41147,BLACK,CHOW CHOW,OTHER,FERTILE,Mix,Adult,Deny,Female
41186,WHITE,AMERICAN BULLDOG,NORMAL,FERTILE,Pure,Young,Deny,Male
41190,CREAM,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Take,Female
41199,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
41215,GRAY,SCHNAUZER - MINIATURE,NORMAL,FERTILE,Mix,Adult,Deny,Female
41249,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Two,Young,Take,Male
41285,BLACK,BORDER COLLIE,SICK,FERTILE,Mix,Adult,Deny,Male
41298,TAN,BEAGLE,NORMAL,FERTILE,Two,Young,Deny,Male
41301,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Deny,Male
41302,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Mix,Adult,Take,Male
41304,BLACK,ROTTWEILER,NORMAL,ALTERED,Mix,Baby,Take,Male
41307,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Young,Deny,Female
41309,BLACK BRINDLE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Baby,Deny,Female
41353,BLACK,SHIH TZU,NORMAL,FERTILE,Pure,Adult,Deny,Male
41355,BLACK,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Mix,Young,Deny,Female
41362,TAN,AUSTRALIAN CATTLE DOG,NORMAL,ALTERED,Mix,Baby,Take,Female
41365,FAWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
41373,BLACK,COCKER SPANIEL,NORMAL,ALTERED,Two,Adult,Deny,Male
41374,BROWN,BEAGLE,NORMAL,ALTERED,Mix,Adult,Deny,Female
41376,TRICOLOR,BEAGLE,NORMAL,ALTERED,Two,Baby,Take,Female
41383,WHITE,AMERICAN ESKIMO,NORMAL,ALTERED,Pure,Adult,Take,Female
41384,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Male
41386,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Young,Deny,Male
41406,BROWN,PIT BULL TERRIER,NURSING,FERTILE,Pure,,Deny,Male
41412,BROWN MERLE,AUSTRALIAN CATTLE DOG,NORMAL,UNKNOWN,Mix,Baby,Deny,Male
41469,BLACK,PARSON (JACK) RUSSELL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Female
41470,WHITE,PIT BULL TERRIER,FEARFUL,FERTILE,Pure,Baby,Deny,Female
41471,BROWN,BOXER,NORMAL,FERTILE,Mix,Young,Deny,Female
41472,TRICOLOR,YORKSHIRE TERRIER,SICK,FERTILE,Pure,Senior,Deny,Female
41473,GRAY,SHIH TZU,NORMAL,ALTERED,Mix,Adult,Take,Male
41474,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
41476,TRICOLOR,SIBERIAN HUSKY,NORMAL,FERTILE,Mix,Young,Deny,Male
41478,WHITE,POODLE - MINIATURE,NORMAL,ALTERED,Mix,Young,Take,Male
41485,BLACK,POODLE - MINIATURE,NORMAL,ALTERED,Mix,Senior,Take,Female
41506,BROWN,BOXER,NORMAL,ALTERED,Pure,Baby,Deny,Male
41516,BLACK,PARSON (JACK) RUSSELL TERRIER,FEARFUL,ALTERED,Mix,Adult,Deny,Female
41535,BROWN,COCKER SPANIEL,NORMAL,ALTERED,Two,Young,Deny,Male
41572,BLACK,CANE CORSO,NORMAL,ALTERED,Two,Adult,Take,Male
41575,TAN,AMERICAN PIT BULL TERRIER,NORMAL,ALTERED,Pure,Baby,Take,Male
41603,WHITE,JACK RUSS TER,NORMAL,ALTERED,Pure,Baby,Take,Male
41615,BLACK,CHOW CHOW,NORMAL,FERTILE,Pure,Adult,Deny,Male
41617,BROWN,AUSTRALIAN SHEPHERD,NORMAL,ALTERED,Two,,Take,Female
41618,BLACK,BORDER COLLIE,INJURED,FERTILE,Two,Adult,Deny,Female
41621,BLACK,RAT TERRIER,AGED,ALTERED,Pure,Senior,Deny,Female
41626,BLACK,BEARDED COLLIE,NORMAL,ALTERED,Pure,Young,Deny,Male
41628,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Baby,Take,Female
41631,TAN,WELSH CORGI - PEMBROKE,SICK,FERTILE,Mix,Senior,Deny,Male
41634,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Pure,Baby,Take,Male
41636,BLACK,GERMAN SHEPHERD DOG,SICK,FERTILE,Mix,Young,Deny,Female
41637,BLACK,LABRADOR RETRIEVER,NURSING,FERTILE,Mix,,Deny,Female
41638,WHITE,FOX TERRIER - SMOOTH,NORMAL,FERTILE,Two,Adult,Deny,Female
41639,BROWN,LABRADOR RETRIEVER,NORMAL,UNKNOWN,Mix,Baby,Deny,Male
41644,YELLOW,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Adult,Deny,Female
41646,TRICOLOR,BASSET HOUND,NORMAL,FERTILE,Pure,Adult,Deny,Female
41648,SABLE,SHIH TZU,AGED,ALTERED,Pure,Senior,Deny,Female
41650,TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Two,Adult,Take,Female
41659,BLUE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Female
41661,FAWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
41670,SILVER,SKYE TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Male
41671,BLACK,CHOW CHOW,NORMAL,FERTILE,Mix,Adult,Deny,Female
41708,GRAY,WEIMARANER,NORMAL,ALTERED,Pure,Young,Take,Female
41711,GRAY,MASTIFF,SICK,FERTILE,Pure,Adult,Deny,Female
41712,TAN,BEAGLE,FEARFUL,FERTILE,Mix,Young,Deny,Male
41717,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Deny,Female
41721,BLACK,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
41724,BLACK,DACHSHUND,NORMAL,ALTERED,Pure,Young,Take,Male
41725,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Baby,Take,Female
41726,WHITE,BEAGLE,NORMAL,ALTERED,Mix,Young,Deny,Female
41727,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Young,Deny,Male
41728,TAN,AUSTRALIAN SHEPHERD,INJURED,ALTERED,Pure,Adult,Take,Female
41730,BROWN,BEAGLE,NORMAL,FERTILE,Pure,Adult,Deny,Female
41731,TAN,CHIHUAHUA - LONG HAIRED,NORMAL,ALTERED,Two,Young,Deny,Male
41732,SILVER,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Adult,Take,Female
41735,BLACK BRINDLE,BEAGLE,NORMAL,ALTERED,Mix,Senior,Deny,Male
41736,YELLOW,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Young,Deny,Female
41741,TAN,AMERICAN BULLDOG,AGGRESSIVE,FERTILE,Pure,Young,Deny,Female
41742,WHITE,JACK RUSS TER,NORMAL,ALTERED,Pure,Senior,Take,Female
41762,BROWN,AMERICAN PIT BULL TERRIER,SICK,FERTILE,Mix,Young,Deny,Male
41763,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Take,Male
41765,BLACK,BORDER COLLIE,NORMAL,ALTERED,Pure,Adult,Deny,Female
41773,GRAY,LHASA APSO,AGED,ALTERED,Mix,Senior,Deny,Male
41777,BLACK,POODLE - MINIATURE,NORMAL,ALTERED,Mix,,Take,Male
41779,TRICOLOR,BOXER,AGGRESSIVE,FERTILE,Pure,Young,Deny,Male
41798,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Baby,Take,Male
41800,GOLD,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Senior,Deny,Male
41808,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Adult,Deny,Female
41811,BROWN,LABRADOR RETRIEVER,AGG PEOPLE,FERTILE,Pure,Senior,Deny,Male
41813,BROWN BRINDLE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
41833,WHITE,DALMATIAN,AGED,ALTERED,Pure,Senior,Deny,Male
41875,BROWN,AUSTRALIAN SHEPHERD,NORMAL,ALTERED,Two,,Take,Female
41882,BLACK,ROTTWEILER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
41883,BLACK,LABRADOR RETRIEVER,INJURED,ALTERED,Two,Young,Take,Male
41896,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Baby,Deny,Female
41913,BLACK,CHOW CHOW,NORMAL,FERTILE,Pure,Baby,Deny,Male
41916,BROWN,CHOW CHOW,NORMAL,FERTILE,Mix,Young,Deny,Male
41917,TRICOLOR,BEAGLE,SICK,FERTILE,Mix,Senior,Deny,Male
41918,TAN,GOLDEN RETRIEVER,DEAD,ALTERED,Mix,Adult,Deny,Male
41923,BLACK,CHOW CHOW,SICK,FERTILE,Pure,Senior,Deny,Male
41925,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Female
41926,BLACK,BORDER COLLIE,NORMAL,FERTILE,Pure,Adult,Deny,Male
41927,TAN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Male
41929,WHITE,AMERICAN BULLDOG,NORMAL,FERTILE,Pure,Young,Deny,Male
41930,BROWN,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Two,Young,Deny,Female
41933,BROWN,AMERICAN BULLDOG,FEARFUL,FERTILE,Pure,Young,Deny,Male
41935,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,ALTERED,Pure,Adult,Deny,Male
41937,BROWN BRINDLE,MASTIFF,NORMAL,FERTILE,Mix,Young,Deny,Female
41954,BLACK,RHODESIAN RIDGEBACK,AGGRESSIVE,UNKNOWN,Two,Young,Deny,Male
41957,TAN,GERMAN SHEPHERD DOG,SICK,ALTERED,Mix,Senior,Deny,Male
41959,YELLOW,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Young,Take,Female
41965,BROWN,BEAGLE,NORMAL,FERTILE,Mix,Young,Deny,Male
41967,BROWN,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Pure,Baby,Take,Female
41968,CREAM,GOLDEN RETRIEVER,NORMAL,FERTILE,Mix,Adult,Deny,Female
41983,YELLOW,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Young,Deny,Female
42006,BROWN,CHIHUAHUA - LONG HAIRED,NORMAL,ALTERED,Two,Adult,Take,Male
42008,TAN,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
42012,BLACK,SCOTTISH TERRIER,NORMAL,FERTILE,Two,Young,Deny,Male
42014,BLACK,MINIATURE PINSCHER,NORMAL,ALTERED,Pure,Adult,Take,Male
42018,BLACK,MINIATURE PINSCHER,NORMAL,ALTERED,Two,Adult,Take,Female
42020,BROWN,BULLMASTIFF,SICK,FERTILE,Mix,Young,Deny,Male
42102,WHITE,SCHNAUZER - MINIATURE,NORMAL,ALTERED,Pure,Adult,Deny,Female
42138,BLACK,ROTTWEILER,NORMAL,ALTERED,Pure,Young,Take,Male
42144,TRICOLOR,BLUETICK COONHOUND,NORMAL,ALTERED,Pure,Adult,Take,Male
42145,FAWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Baby,Deny,Female
42148,YELLOW,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Female
42152,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
42154,WHITE,DALMATIAN,NORMAL,ALTERED,Mix,Adult,Take,Female
42155,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Young,Deny,Female
42156,BLACK,AUSTRALIAN SHEPHERD,NORMAL,ALTERED,Mix,Young,Deny,Male
42159,TRICOLOR,RAT TERRIER,NORMAL,ALTERED,Mix,Young,Deny,Female
42178,WHITE,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Young,Deny,Female
42179,TRICOLOR,BEAGLE,SICK,FERTILE,Pure,Senior,Deny,Male
42182,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Adult,Deny,Male
42183,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Young,Deny,Male
42186,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Young,Deny,Female
42187,BROWN,AMERICAN PIT BULL TERRIER,DEAD,FERTILE,Pure,Adult,Deny,Male
42191,WHITE,POODLE - STANDARD,NORMAL,ALTERED,Pure,Senior,Deny,Female
42193,BROWN BRINDLE,AMERICAN PIT BULL TERRIER,SICK,FERTILE,Pure,Baby,Deny,Male
42198,BROWN,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Adult,Deny,Female
42203,BROWN BRINDLE,PIT BULL TERRIER,AGGRESSIVE,ALTERED,Two,Adult,Deny,Female
42208,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
42234,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Two,Adult,Deny,Female
42235,BLACK,MANCHESTER TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
42238,BROWN,BEAGLE,NORMAL,FERTILE,Pure,Young,Deny,Male
42241,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Female
42242,BROWN BRINDLE,BOXER,NORMAL,FERTILE,Two,Baby,Deny,Female
42243,WHITE,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
42248,BLACK,BOXER,NORMAL,UNKNOWN,Mix,Young,Deny,Male
42249,TAN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Male
42250,BLACK,PIT BULL TERRIER,INJURED,FERTILE,Pure,Young,Deny,Male
42251,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
42253,BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,FERTILE,Pure,Adult,Deny,Male
42254,BLACK,BOXER,NORMAL,FERTILE,Pure,Baby,Deny,Male
42255,BLACK,ROTTWEILER,NORMAL,FERTILE,Mix,Adult,Deny,Male
42256,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
42259,WHITE,PIT BULL TERRIER,SICK,ALTERED,Pure,Senior,Deny,Male
42260,BLUE,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Young,Deny,Female
42262,BROWN,CHOW CHOW,NORMAL,FERTILE,Two,Young,Deny,Female
42290,WHITE,AUSTRALIAN CATTLE DOG,NORMAL,FERTILE,Mix,Baby,Deny,Male
42291,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Male
42292,BLACK,LABRADOR RETRIEVER,NORMAL,UNKNOWN,Mix,Baby,Deny,Male
42295,FAWN,AMERICAN PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Male
42297,TAN,SIBERIAN HUSKY,AGGRESSIVE,FERTILE,Two,Adult,Deny,Male
42299,BLACK,BELGIAN SHEEPDOG,TERITORIAL,ALTERED,Mix,Senior,Deny,Female
42300,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Female
42301,BLACK,BEAGLE,NORMAL,ALTERED,Pure,Baby,Take,Male
42341,WHITE,COLLIE - SMOOTH,NORMAL,ALTERED,Mix,Young,Take,Female
42346,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Baby,Take,Male
42347,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Young,Deny,Male
42353,BLACK,GERMAN SHEPHERD DOG,AGED,FERTILE,Pure,Senior,Deny,Female
42359,CHOCOLATE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
42360,APRICOT,POODLE - MINIATURE,NORMAL,FERTILE,Pure,Senior,Deny,Female
42361,TRICOLOR,BEAGLE,NORMAL,FERTILE,Pure,Adult,Deny,Male
42364,BROWN,COLLIE - ROUGH,NORMAL,FERTILE,Pure,Baby,Deny,Male
42369,BROWN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,,Deny,Male
42371,BROWN BRINDLE,PIT BULL TERRIER,AGGRESSIVE,FERTILE,Pure,Young,Deny,Female
42376,TAN,LABRADOR RETRIEVER,NORMAL,FERTILE,Mix,Baby,Take,Female
42378,GRAY,POODLE - STANDARD,NORMAL,ALTERED,Pure,Senior,Deny,Female
42384,BLACK,SIBERIAN HUSKY,NORMAL,ALTERED,Pure,Adult,Deny,Female
42385,TAN,CHOW CHOW,NORMAL,FERTILE,Pure,Senior,Deny,Female
42386,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Two,Adult,Deny,Female
42391,BLACK,AMERICAN PIT BULL TERRIER,DEAD,FERTILE,Pure,Young,Deny,Female
42392,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Baby,Take,Male
42427,BROWN BRINDLE,AMERICAN PIT BULL TERRIER,FEARFUL,FERTILE,Pure,Young,Deny,Male
42432,WHITE,POODLE - MINIATURE,NORMAL,FERTILE,Mix,Baby,Deny,Male
42434,WHITE,SCHNAUZER - MINIATURE,NORMAL,ALTERED,Pure,Senior,Take,Female
42443,BROWN,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Two,Senior,Deny,Male
42444,WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,ALTERED,Two,Young,Deny,Male
42448,WHITE,JACK RUSS TER,NORMAL,ALTERED,Pure,Adult,Deny,Male
42451,BROWN,GERMAN SHEPHERD DOG,FEARFUL,ALTERED,Mix,Adult,Deny,Female
42468,GRAY,SIBERIAN HUSKY,NORMAL,ALTERED,Pure,Young,Take,Female
42476,BROWN,DOBERMAN PINSCHER,NORMAL,ALTERED,Two,Young,Take,Male
42488,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,,Deny,Female
42495,BLACK,BEAGLE,NORMAL,FERTILE,Pure,Young,Deny,Male
42497,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Mix,Baby,Deny,Female
42505,BROWN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Adult,Deny,Male
42517,WHITE,ENGLISH POINTER,NORMAL,FERTILE,Pure,Young,Deny,Female
42522,BLACK,ROTTWEILER,NORMAL,FERTILE,Mix,Young,Deny,Female
42528,TAN,LABRADOR RETRIEVER,OTHER,FERTILE,Pure,Senior,Deny,Female
42531,BROWN,JACK RUSS TER,DEAD,FERTILE,Two,Young,Deny,Male
42532,TAN,BOXER,NORMAL,UNKNOWN,Mix,Young,Deny,Male
42534,WHITE,BEAGLE,NORMAL,ALTERED,Mix,Baby,Take,Female
42537,RED,CHOW CHOW,AGED,ALTERED,Two,,Deny,Male
42540,BROWN,PIT BULL TERRIER,NORMAL,ALTERED,Pure,Baby,Deny,Female
42542,BROWN,LABRADOR RETRIEVER,NORMAL,ALTERED,Two,Baby,Take,Female
42546,BROWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Male
42547,BROWN BRINDLE,AMERICAN PIT BULL TERRIER,DEAD,FERTILE,Pure,Young,Deny,Male
42548,BLACK,RAT TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
42549,BLACK,ROTTWEILER,SICK,FERTILE,Two,Young,Deny,Male
42550,BLACK,COLLIE - SMOOTH,NORMAL,ALTERED,Mix,Adult,Deny,Female
42551,TRICOLOR,YORKSHIRE TERRIER,NORMAL,ALTERED,Pure,Adult,Take,Male
42554,CHOCOLATE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Adult,Deny,Female
42555,BLACK,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Pure,Adult,Deny,Male
42556,BLACK,MINIATURE PINSCHER,NORMAL,FERTILE,Pure,Young,Deny,Male
42558,CHOCOLATE,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Senior,Deny,Female
42560,BLACK,AMERICAN ESKIMO,NORMAL,ALTERED,Mix,Young,Deny,Male
42570,BLACK,LABRADOR RETRIEVER,AGGRESSIVE,ALTERED,Mix,Adult,Deny,Male
42571,BLACK,CHOW CHOW,NORMAL,FERTILE,Pure,Senior,Deny,Female
42572,TAN,COLLIE - ROUGH,NORMAL,ALTERED,Mix,Senior,Deny,Female
42573,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Baby,Deny,Male
42577,BLACK,ROTTWEILER,NORMAL,FERTILE,Pure,Senior,Deny,Female
42583,BLACK,LABRADOR RETRIEVER,NURSING,ALTERED,Mix,Baby,Take,Male
42584,TAN,PIT BULL TERRIER,NORMAL,FERTILE,Mix,Young,Deny,Female
42586,BROWN,GERMAN SHEPHERD DOG,NORMAL,FERTILE,Two,Young,Deny,Male
42587,GRAY,POODLE - MINIATURE,SICK,FERTILE,Pure,Senior,Deny,Female
42589,BLACK,LABRADOR RETRIEVER,NORMAL,FERTILE,Pure,Senior,Deny,Male
42595,BROWN,JACK RUSS TER,NORMAL,ALTERED,Pure,Adult,Deny,Female
42597,WHITE,JACK RUSS TER,NORMAL,ALTERED,Pure,Young,Take,Male
42598,BROWN,AUSTRALIAN CATTLE DOG,NORMAL,ALTERED,Two,Young,Take,Female
42600,BLACK,GERMAN SHEPHERD DOG,NORMAL,ALTERED,Mix,Senior,Deny,Female
42610,BROWN,BRUSSELS GRIFFON,NORMAL,FERTILE,Mix,Adult,Deny,Male
42612,BLACK,SCHIPPERKE,NORMAL,ALTERED,Mix,Young,Deny,Male
42627,GRAY,PIT BULL TERRIER,SICK,FERTILE,Pure,Baby,Deny,Female
42631,BLACK,CHOW CHOW,NORMAL,ALTERED,Pure,Senior,Deny,Female
42675,RED,CHOW CHOW,NORMAL,FERTILE,Pure,Senior,Deny,Female
42676,GOLD,GOLDEN RETRIEVER,AGED,FERTILE,Pure,Senior,Deny,Male
42681,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Adult,Deny,Male
42683,BROWN,WHIPPET,NORMAL,ALTERED,Mix,Young,Deny,Female
42687,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Mix,Adult,Take,Female
42700,TRICOLOR,BEAGLE,NORMAL,ALTERED,Mix,Young,Take,Male
42703,GOLD,GOLDEN RETRIEVER,SICK,FERTILE,Mix,Baby,Deny,Female
42708,BROWN,BOXER,NORMAL,ALTERED,Pure,Adult,Take,Female
42720,BLACK,LABRADOR RETRIEVER,NORMAL,ALTERED,Pure,Young,Take,Male
42727,FAWN,BEAGLE,NORMAL,ALTERED,Mix,Adult,Deny,Female
42749,FAWN,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
42753,WHITE,PIT BULL TERRIER,NORMAL,FERTILE,Pure,Young,Deny,Female
42754,BROWN,BASSET HOUND,NORMAL,FERTILE,Mix,,Deny,Female
42760,BLACK,POODLE - MINIATURE,NORMAL,ALTERED,Mix,Adult,Deny,Female
42761,TRICOLOR,BEAGLE,NORMAL,ALTERED,Pure,Young,Deny,Male
42762,BUFF,GOLDEN RETRIEVER,NURSING,UNKNOWN,Mix,Baby,Deny,Male
