PrimaryColor,PrimaryBreed,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeType,AgeInMonths,DurationInShelter,BreedCategory,Pet_age_category,Binary_outcome,Sex,pet_id
BLACK,MALTESE,NORMAL,HEALTHY,FERTILE,ADOPTION,30.4,5.0,Two,Adult,Take,Female,33954
BROWN,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,RELEASED,12.17,0.0,Two,Young,Deny,Male,33955
TAN,CHIHUAHUA - LONG HAIRED,NORMAL,HEALTHY,FERTILE,RELEASED,12.17,0.0,Pure,Young,Deny,Male,33956
CHOCOLATE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSPORT,24.33,96.0,Pure,Adult,Deny,Female,33957
BLACK,CHIHUAHUA - LONG HAIRED,NORMAL,HEALTHY,FERTILE,RELEASED,18.37,0.0,Pure,Young,Deny,Female,33958
BUFF,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,TRANSFER,24.33,0.0,Two,Adult,Deny,Female,33959
TAN,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,10.7,49.0,Pure,Young,Take,Male,33960
WHITE,BULL TERRIER,INJURED,HEALTHY,FERTILE,ADOPTION,36.53,9.0,Mix,Adult,Take,Female,33961
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,28.4,49.0,Pure,Adult,Deny,Male,33962
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,TRANSFER,13.73,-164.0,Mix,Young,Deny,Male,33963
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,0.17,161.0,Pure,Baby,Deny,Male,33964
BLACK,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,ADOPTION,1.47,42.0,Pure,Baby,Take,Male,33965
BROWN BRINDLE,PLOTT HOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,42.47,6.0,Two,Adult,Take,Male,33966
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,-48.0,Two,Young,Take,Female,33967
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,14.57,-272.0,Pure,Young,Take,Male,33968
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,9.0,Mix,Young,Take,Female,33969
TAN,YORKSHIRE TERRIER,OTHER,HEALTHY,FERTILE,ADOPTION,36.5,43.0,Mix,Adult,Take,Female,33970
BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,TRANSFER,28.87,-190.0,Two,Adult,Deny,Male,33971
TRICOLOR,CHOW CHOW,SICK,HEALTHY,ALTERED,EUTH,1.57,0.0,Mix,Baby,Deny,Male,33972
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,12.07,-141.0,Two,Young,Take,Female,33973
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,RELEASED,21.1,0.0,Mix,Young,Deny,Male,33974
BLACK,COCKER SPANIEL,NORMAL,HEALTHY,ALTERED,TRANSFER,63.33,33.0,Mix,Adult,Deny,Female,33975
BLACK,CHINESE SHARPEI,NORMAL,HEALTHY,FERTILE,ADOPTION,0.13,-15.0,Pure,Baby,Take,Male,33976
WHITE,CAIRN TERRIER,OTHER,HEALTHY,FERTILE,ADOPTION,24.37,7.0,Pure,Adult,Take,Male,33977
TAN,IBIZAN HOUND,NORMAL,HEALTHY,FERTILE,ADOPTION,17.83,-110.0,Two,Young,Take,Female,33978
WHITE,SHIH TZU,NORMAL,HEALTHY,ALTERED,ADOPTION,33.33,6.0,Pure,Adult,Take,Female,33979
WHITE,SCHNAUZER - MINIATURE,NORMAL,HEALTHY,ALTERED,TRANSPORT,5.83,16.0,Two,Baby,Deny,Male,33980
TAN,BOXER,NORMAL,HEALTHY,FERTILE,TRANSFER,12.17,98.0,Two,Young,Deny,Female,33981
WHITE,COLLIE - SMOOTH,NORMAL,HEALTHY,FERTILE,ADOPTION,49.03,174.0,Mix,Adult,Take,Male,33982
BROWN,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,5.43,186.0,Pure,Baby,Deny,Male,33983
TAN,CHIHUAHUA - SMOOTH COATED,FEARFUL,HEALTHY,FERTILE,FOSTER,17.17,122.0,Pure,Young,Deny,Male,33984
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,7.97,-231.0,Pure,Young,Take,Female,33985
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,EUTH,19.03,-141.0,Two,Young,Deny,Male,33986
BROWN,DACHSHUND - LONGHAIRED,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,91.0,Pure,Young,Take,Female,33987
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,9.9,7.0,Mix,Young,Take,Female,33988
BROWN MERLE,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,ALTERED,TRANSPORT,25.8,78.0,Mix,Adult,Deny,Female,33989
BROWN,CHOW CHOW,NORMAL,HEALTHY,FERTILE,TRANSFER,30.07,-157.0,Pure,Adult,Deny,Male,33990
TRICOLOR,BEAGLE,AGED,TREATABLE/MANAGEABLE,FERTILE,TRANSFER,121.77,235.0,Pure,Senior,Deny,Male,33991
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,9.0,Pure,Adult,Take,Female,33992
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,RELEASED,24.37,0.0,Mix,Adult,Deny,Male,33993
TAN,SHETLAND SHEEPDOG,NORMAL,HEALTHY,FERTILE,ADOPTION,6.87,342.0,Mix,Young,Take,Female,33994
SILVER,SHIH TZU,NORMAL,HEALTHY,FERTILE,RELEASED,48.7,0.0,Pure,Adult,Deny,Male,33995
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSPORT,18.27,26.0,Mix,Young,Deny,Male,33996
TAN,COCKER SPANIEL,NORMAL,HEALTHY,FERTILE,TRANSPORT,48.7,68.0,Pure,Adult,Deny,Male,33997
BROWN,YORKSHIRE TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,98.9,68.0,Pure,Senior,Take,Male,33998
TRICOLOR,BEAGLE,FEARFUL,HEALTHY,FERTILE,TRANSFER,29.9,-166.0,Pure,Adult,Deny,Male,33999
BLACK,BOXER,EMACIATED,HEALTHY,FERTILE,ADOPTION,11.47,199.0,Two,Young,Take,Female,34000
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,5.1,-159.0,Mix,Baby,Take,Male,34001
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,13.7,9.0,Pure,Young,Take,Female,34002
TRICOLOR,PUG,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,102.0,Two,Adult,Take,Male,34003
GRAY,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,8.5,30.0,Pure,Young,Take,Male,34004
WHITE,ENGLISH BULLDOG,NORMAL,HEALTHY,FERTILE,TRANSFER,6.87,168.0,Two,Young,Deny,Male,34005
BROWN,SHIH TZU,NORMAL,HEALTHY,ALTERED,ADOPTION,4.07,123.0,Two,Baby,Take,Female,34006
BLACK,CHIHUAHUA - LONG HAIRED,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,220.0,Mix,Young,Take,Male,34007
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,86.8,29.0,Pure,Senior,Deny,Female,34008
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,ADOPTION,4.97,-164.0,Two,Baby,Take,Male,34009
RED,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,3.8,-17.0,Mix,Baby,Take,Female,34010
BLACK,FLAT-COATED RETRIEVER,OTHER,HEALTHY,FERTILE,TRANSPORT,5.87,7.0,Mix,Baby,Deny,Male,34011
TRICOLOR,WHIPPET,NORMAL,HEALTHY,ALTERED,TRANSFER,13.3,-188.0,Two,Young,Deny,Male,34012
BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,50.37,3.0,Pure,Adult,Take,Male,34013
GRAY,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,17.23,3.0,Pure,Young,Take,Female,34014
BROWN BRINDLE,PIT BULL TERRIER,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,ADOPTION,19.63,-169.0,Pure,Young,Take,Male,34015
BLACK,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,TRANSPORT,33.7,-280.0,Mix,Adult,Deny,Female,34016
GRAY,SCHNAUZER - MINIATURE,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,-52.0,Mix,Young,Take,Female,34017
BLACK,COCKER SPANIEL,NORMAL,HEALTHY,FERTILE,TRANSFER,25.67,-40.0,Pure,Adult,Deny,Male,34018
BLUE,BEAGLE,FEARFUL,HEALTHY,ALTERED,TRANSPORT,30.7,-133.0,Mix,Adult,Deny,Female,34019
BLACK,SHIH TZU,NORMAL,HEALTHY,ALTERED,ADOPTION,23.77,7.0,Pure,Young,Take,Female,34020
TAN,AFFENPINSCHER,NORMAL,HEALTHY,FERTILE,RELEASED,36.53,0.0,Pure,Adult,Deny,Male,34021
GRAY,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,8.43,-4.0,Pure,Young,Take,Female,34022
TAN,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,11.83,15.0,Pure,Young,Take,Female,34023
BROWN,BLACK MOUTH CUR,EMACIATED,HEALTHY,FERTILE,ADOPTION,12.07,259.0,Two,Young,Take,Female,34024
BLACK,LABRADOR RETRIEVER,OBESE,HEALTHY,ALTERED,TRANSFER,48.37,-103.0,Pure,Adult,Deny,Male,34025
WHITE,BEAGLE,NORMAL,HEALTHY,ALTERED,EUTH,15.63,122.0,Two,Young,Deny,Female,34026
BLACK,CHOW CHOW,NORMAL,HEALTHY,FERTILE,ADOPTION,2.0,-103.0,Mix,Baby,Take,Male,34027
BROWN,BASENJI,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,658.0,Two,Adult,Take,Male,34028
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,RELEASED,61.87,0.0,Pure,Adult,Deny,Female,34029
TAN,DACHSHUND,NORMAL,HEALTHY,FERTILE,ADOPTION,26.23,155.0,Pure,Adult,Take,Male,34030
SILVER,YORKSHIRE TERRIER,EMACIATED,HEALTHY,FERTILE,ADOPTION,16.63,-103.0,Two,Young,Take,Male,34031
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,FOSTER,14.03,1.0,Pure,Young,Deny,Female,34032
GRAY,POODLE - MINIATURE,INJURED,HEALTHY,FERTILE,ADOPTION,36.1,30.0,Two,Adult,Take,Male,34033
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,TRANSPORT,60.87,46.0,Pure,Adult,Deny,Female,34034
BLACK,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,8.07,-281.0,Two,Young,Take,Male,34035
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,23.6,61.0,Mix,Young,Take,Female,34036
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,5.1,287.0,Mix,Baby,Take,Male,34037
TRICOLOR,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,ALTERED,ADOPTION,60.7,14.0,Two,Adult,Take,Male,34038
BROWN,YORKSHIRE TERRIER,FEARFUL,HEALTHY,FERTILE,TRANSPORT,23.7,14.0,Mix,Young,Deny,Male,34039
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,18.3,-196.0,Mix,Young,Deny,Male,34040
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,11.9,-37.0,Mix,Young,Take,Male,34041
BLACK,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,30.03,-80.0,Pure,Adult,Take,Male,34042
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,10.93,10.0,Two,Young,Take,Male,34043
TAN,AUSTRALIAN SHEPHERD,FEARFUL,HEALTHY,FERTILE,ADOPTION,24.37,29.0,Mix,Adult,Take,Female,34044
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.37,46.0,Pure,Adult,Take,Male,34045
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,22.83,58.0,Pure,Young,Take,Male,34046
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,9.1,79.0,Mix,Young,Take,Male,34047
BROWN BRINDLE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,-0.93,-65.0,Mix,,Take,Female,34048
CHOCOLATE,POMERANIAN,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,-46.0,Pure,Young,Take,Male,34049
WHITE,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,TRANSFER,6.03,69.0,Mix,Young,Deny,Female,34050
RED MERLE,IBIZAN HOUND,NORMAL,HEALTHY,FERTILE,TRANSPORT,11.63,14.0,Two,Young,Deny,Female,34051
TAN,POMERANIAN,NORMAL,HEALTHY,FERTILE,ADOPTION,18.23,67.0,Pure,Young,Take,Male,34052
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.07,-108.0,Pure,Baby,Take,Female,34053
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,-184.0,Mix,Young,Take,Female,34054
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,10.4,0.0,Pure,Young,Take,Male,34055
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,11.87,-316.0,Two,Young,Take,Female,34056
BROWN,LABRADOR RETRIEVER,FEARFUL,HEALTHY,FERTILE,ADOPTION,9.77,-167.0,Mix,Young,Take,Female,34057
BLACK,GERMAN SHEPHERD DOG,OTHER,HEALTHY,FERTILE,ADOPTION,13.0,-224.0,Pure,Young,Take,Male,34058
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,74.0,Pure,Young,Take,Male,34059
BLACK,MINIATURE PINSCHER,NORMAL,HEALTHY,FERTILE,ADOPTION,11.17,4.0,Mix,Young,Take,Male,34060
BLACK,ROTTWEILER,NORMAL,HEALTHY,FERTILE,ADOPTION,1.53,183.0,Two,Baby,Take,Male,34061
BROWN,PIT BULL TERRIER,HEARTWORM,HEALTHY,FERTILE,ADOPTION,109.57,25.0,Pure,Senior,Take,Male,34062
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,6.8,106.0,Mix,Young,Take,Male,34063
WHITE,LHASA APSO,NORMAL,HEALTHY,FERTILE,TRANSFER,36.53,-142.0,Mix,Adult,Deny,Male,34064
WHITE,GERMAN SHEPHERD DOG,AGG ANIMAL,HEALTHY,FERTILE,TRANSPORT,12.2,-102.0,Pure,Young,Deny,Female,34065
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,TRANSFER,84.7,16.0,Pure,Senior,Deny,Male,34066
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,60.17,83.0,Pure,Adult,Take,Female,34067
BROWN,COLLIE - ROUGH,NORMAL,HEALTHY,ALTERED,ADOPTION,3.07,3.0,Two,Baby,Take,Male,34068
BLACK,PIT BULL TERRIER,RINGWORM,HEALTHY,FERTILE,ADOPTION,8.1,-78.0,Pure,Young,Take,Female,34069
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.03,123.0,Mix,Baby,Take,Female,34070
BROWN,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,TRANSFER,-5.57,0.0,Two,,Deny,Male,34071
TRICOLOR,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,ADOPTION,39.2,-73.0,Pure,Adult,Take,Male,34072
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,RELEASED,60.87,0.0,Pure,Adult,Deny,Male,34073
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,-5.1,290.0,Mix,,Take,Male,34074
BROWN,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,FOSTER,0.27,-173.0,Mix,Baby,Deny,Female,34075
BLACK,AUSTRALIAN CATTLE DOG,OTHER,HEALTHY,FERTILE,FOSTER,15.17,78.0,Mix,Young,Deny,Female,34076
RED,STAFFORDSHIRE BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,16.23,-111.0,Mix,Young,Take,Female,34077
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,0.07,71.0,Two,Baby,Take,Male,34078
WHITE,POINTER,NORMAL,HEALTHY,FERTILE,ADOPTION,9.1,-78.0,Two,Young,Take,Female,34079
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,RELEASED,24.37,1.0,Mix,Adult,Deny,Male,34080
BROWN BRINDLE,CAIRN TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.0,8.0,Two,Young,Take,Male,34081
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,36.5,244.0,Pure,Adult,Deny,Female,34082
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,51.03,13.0,Pure,Adult,Deny,Female,34083
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,RELEASED,36.53,0.0,Mix,Adult,Deny,Male,34084
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,9.5,-173.0,Pure,Young,Take,Male,34085
GRAY,PIT BULL TERRIER,FEARFUL,HEALTHY,FERTILE,TRANSFER,20.73,162.0,Pure,Young,Deny,Female,34086
FAWN,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,ADOPTION,0.07,152.0,Pure,Baby,Take,Female,34087
BROWN,DACHSHUND,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,92.0,Pure,Adult,Take,Male,34088
TRICOLOR,BASSET HOUND,NORMAL,HEALTHY,FERTILE,FOSTER,11.93,7.0,Pure,Young,Deny,Male,34089
TAN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,-4.97,61.0,Pure,,Take,Female,34090
FAWN,CAIRN TERRIER,NORMAL,HEALTHY,FERTILE,RELEASED,10.93,-263.0,Two,Young,Deny,Female,34091
WHITE,ENGLISH SETTER,SICK,HEALTHY,FERTILE,TRANSFER,-2.63,187.0,Pure,,Deny,Male,34092
BROWN,ST BERNARD - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,3.2,26.0,Two,Baby,Take,Male,34093
WHITE,AMERICAN BULLDOG,NORMAL,HEALTHY,FERTILE,RELEASED,12.17,1.0,Pure,Young,Deny,Female,34094
BLACK,SHIH TZU,SICK,HEALTHY,FERTILE,TRANSFER,49.3,257.0,Pure,Adult,Deny,Male,34095
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,9.67,9.0,Pure,Young,Deny,Male,34096
CHOCOLATE,DACHSHUND,NORMAL,HEALTHY,FERTILE,ADOPTION,6.03,-44.0,Mix,Young,Take,Female,34097
BROWN,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,ADOPTION,21.1,99.0,Pure,Young,Take,Female,34098
BROWN,RAT TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,8.17,16.0,Two,Young,Take,Male,34099
BROWN,SHIBA INU,NORMAL,HEALTHY,FERTILE,ADOPTION,9.8,18.0,Mix,Young,Take,Male,34100
BROWN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,48.7,7.0,Pure,Adult,Take,Male,34101
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,35.13,67.0,Pure,Adult,Take,Male,34102
BLACK BRINDLE,BORDER COLLIE,FEARFUL,HEALTHY,FERTILE,TRANSFER,10.2,313.0,Mix,Young,Deny,Male,34103
CREAM,GOLDEN RETRIEVER,EMACIATED,HEALTHY,FERTILE,FOSTER,8.63,37.0,Mix,Young,Deny,Female,34104
BLACK,SIBERIAN HUSKY,NORMAL,HEALTHY,FERTILE,ADOPTION,0.17,-87.0,Two,Baby,Take,Female,34105
BLACK,CAIRN TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,13.87,41.0,Pure,Young,Deny,Male,34106
BLACK,RAT TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,-2.7,180.0,Mix,,Take,Female,34107
WHITE,POODLE - MINIATURE,NORMAL,HEALTHY,FERTILE,ADOPTION,25.13,-19.0,Pure,Adult,Take,Male,34108
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,13.5,-129.0,Two,Young,Take,Female,34109
TAN,CAIRN TERRIER,FEARFUL,HEALTHY,FERTILE,TRANSFER,12.2,-99.0,Pure,Young,Deny,Female,34110
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,134.0,Pure,Young,Take,Male,34111
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,FOSTER,0.07,0.0,Two,Baby,Deny,Male,34112
CHOCOLATE,CHIHUAHUA - LONG HAIRED,FEARFUL,HEALTHY,FERTILE,FOSTER,85.2,-72.0,Mix,Senior,Deny,Female,34113
WHITE,AMERICAN BULLDOG,NORMAL,HEALTHY,FERTILE,ADOPTION,18.27,28.0,Mix,Young,Take,Male,34114
RED,GOLDEN RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,35.47,60.0,Pure,Adult,Take,Female,34115
BROWN BRINDLE,PIT BULL TERRIER,OTHER,HEALTHY,FERTILE,TRANSFER,12.17,12.0,Pure,Young,Deny,Male,34116
TAN,BOXER,NORMAL,HEALTHY,ALTERED,ADOPTION,5.83,257.0,Mix,Baby,Take,Male,34117
BLACK,SCHNAUZER - GIANT,NORMAL,HEALTHY,FERTILE,ADOPTION,14.23,101.0,Two,Young,Take,Male,34118
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,13.6,-41.0,Pure,Young,Deny,Female,34119
RED,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,ADOPTION,50.3,-87.0,Pure,Adult,Take,Male,34120
BLACK,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,9.0,Pure,Young,Take,Male,34121
YELLOW,LABRADOR RETRIEVER,HEARTWORM,HEALTHY,FERTILE,TRANSPORT,36.53,84.0,Pure,Adult,Deny,Female,34122
BROWN,BASENJI,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,-100.0,Two,Young,Take,Female,34123
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,TRANSFER,45.03,110.0,Mix,Adult,Deny,Female,34124
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,5.9,68.0,Two,Baby,Take,Male,34125
BLACK,PUG,NORMAL,HEALTHY,ALTERED,ADOPTION,6.8,-14.0,Two,Young,Take,Male,34126
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,16.17,-51.0,Pure,Young,Deny,Male,34127
APRICOT,POODLE - MINIATURE,NORMAL,HEALTHY,FERTILE,ADOPTION,24.13,9.0,Pure,Adult,Take,Male,34128
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,30.73,-170.0,Two,Adult,Deny,Male,34129
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,ADOPTION,-2.1,13.0,Mix,,Take,Female,34130
BROWN BRINDLE,PIT BULL TERRIER,OTHER,HEALTHY,FERTILE,ADOPTION,11.6,-91.0,Pure,Young,Take,Female,34131
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,5.47,2.0,Pure,Baby,Take,Female,34132
TAN,MASTIFF,NORMAL,HEALTHY,ALTERED,ADOPTION,5.77,0.0,Mix,Baby,Take,Female,34133
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,RELEASED,121.73,30.0,Mix,Senior,Deny,Female,34134
BROWN BRINDLE,WHIPPET,OTHER,HEALTHY,FERTILE,ADOPTION,11.97,7.0,Mix,Young,Take,Female,34135
TRICOLOR,CHIHUAHUA - LONG HAIRED,NORMAL,HEALTHY,FERTILE,ADOPTION,30.47,-224.0,Pure,Adult,Take,Male,34136
BROWN BRINDLE,CATAHOULA LEOPARD HOUND,NORMAL,HEALTHY,FERTILE,TRANSFER,6.13,14.0,Mix,Young,Deny,Female,34137
TAN,SILKY TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,72.57,-96.0,Pure,Adult,Take,Male,34138
RED,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,48.7,25.0,Pure,Adult,Take,Male,34139
BROWN BRINDLE,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,11.97,-242.0,Pure,Young,Take,Female,34140
BROWN,BASSET HOUND,NORMAL,HEALTHY,FERTILE,ADOPTION,24.27,7.0,Pure,Adult,Take,Male,34141
TRICOLOR,TREEING WALKER COONHOUND,NORMAL,HEALTHY,FERTILE,ADOPTION,36.5,106.0,Pure,Adult,Take,Male,34142
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,19.0,Mix,Adult,Take,Female,34143
BLACK,POODLE - STANDARD,FEARFUL,HEALTHY,FERTILE,ADOPTION,6.1,9.0,Two,Young,Take,Female,34144
BROWN,JACK RUSS TER,OTHER,HEALTHY,FERTILE,ADOPTION,0.37,-281.0,Mix,Baby,Take,Female,34145
BLACK,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,FOSTER,11.9,0.0,Two,Young,Deny,Male,34146
WHITE,POINTER,NORMAL,HEALTHY,FERTILE,ADOPTION,3.07,321.0,Mix,Baby,Take,Male,34147
WHITE,PIT BULL TERRIER,EMACIATED,HEALTHY,FERTILE,TRANSFER,24.37,167.0,Pure,Adult,Deny,Male,34148
CREAM,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,FOSTER,0.07,29.0,Mix,Baby,Deny,Female,34149
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,ADOPTION,40.27,0.0,Two,Adult,Take,Male,34150
BROWN,MINIATURE PINSCHER,NORMAL,HEALTHY,FERTILE,TRANSPORT,8.17,7.0,Two,Young,Deny,Female,34151
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,3.0,-21.0,Mix,Baby,Take,Female,34152
WHITE,JACK RUSS TER,NORMAL,HEALTHY,ALTERED,ADOPTION,6.33,1.0,Pure,Young,Take,Male,34153
RED,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,RELEASED,66.93,0.0,Pure,Adult,Deny,Male,34154
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,5.83,-82.0,Pure,Baby,Take,Female,34155
