Name,Breed,Color,Sex,Size,DateOfBirth,IntakeDate,OutcomeDate,DaysinShelter,IntakeType,OutcomeType
JORDAN,TIBETAN TERR/MIX,BLACK/WHITE,Neutered,SMALL,12/19/2009,12/21/2019,12/24/2019,3,OWNER SURRENDER,TRANSFER
*BRONCO,MASTIFF/ROTTWEILER,BLACK/BROWN,Neutered,X-LRG,2/7/2014,11/27/2019,01/29/2020,63,STRAY,ADOPTION
MARLEY,CHIHUAHUA SH,BROWN/WHITE,Neutered,TOY,1/9/1998,08/29/2015,3/9/2015,5,CONFISCATE,RETURN TO OWNER
SUGAR,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,10/4/2019,2/11/2019,12/19/2019,47,STRAY,TRANSFER
LOBO,SIBERIAN HUSKY/MIX,BROWN/WHITE,Male,SMALL,,2/1/2019,3/1/2019,1,STRAY,RETURN TO OWNER
LUPO,CAIRN TERRIER/MIX,BROWN,Male,SMALL,1/3/2014,08/29/2015,3/9/2015,5,CONFISCATE,RETURN TO OWNER
ATLAS,PIT BULL,BLUE/WHITE,Neutered,PUPPY,08/16/2014,11/16/2014,6/1/2015,51,TRANSFER,ADOPTION
LUCKY,FOX TERR SMOOTH,WHITE/BLACK,Neutered,SMALL,1/9/2004,08/29/2015,3/9/2015,5,CONFISCATE,RETURN TO OWNER
HARAMBAE,PIT BULL,BLACK/WHITE,Neutered,MED,,3/6/2017,06/15/2017,12,STRAY,RETURN TO OWNER
JADA,PIT BULL,BLACK/WHITE,Spayed,LARGE,3/3/2010,10/19/2016,11/23/2016,35,OWNER SURRENDER,ADOPTION
ARIZONA,AUST CATTLE DOG,BLACK/WHITE,Spayed,LARGE,1/4/2017,10/30/2017,1/11/2017,2,STRAY,RETURN TO OWNER
MAIA,AUST CATTLE DOG/MIX,BLACK/BLUE MERLE,Spayed,MED,9/7/2015,12/16/2016,12/16/2016,0,STRAY,RETURN TO OWNER
KOA,PIT BULL,GRAY/WHITE,Neutered,LARGE,04/25/2015,09/23/2018,12/10/2018,19,STRAY,ADOPTION
BELLA,GERM SHEPHERD,BLACK,Female,LARGE,08/22/2017,6/9/2019,6/9/2019,0,STRAY,RETURN TO OWNER
MOLLY,ENG COONHOUND/MIX,WHITE,Spayed,MED,05/18/1998,5/11/2016,8/11/2016,3,STRAY,RETURN TO OWNER
SCRUFFY,CAIRN TERRIER/MIX,BLACK/WHITE,Male,SMALL,02/16/2011,5/2/2019,02/16/2019,11,STRAY,RETURN TO OWNER
CHOPPER,PARSON RUSS TER/CHIHUAHUA SH,CHOCOLATE/WHITE,Neutered,SMALL,09/25/2009,09/25/2015,09/25/2015,0,STRAY,RETURN TO OWNER
LUNA,PIT BULL,TAN,Spayed,MED,5/11/2014,10/27/2015,7/11/2015,11,STRAY,ADOPTION
MAGGY,PIT BULL,BR BRINDLE,Spayed,MED,11/21/2007,01/29/2020,01/29/2020,0,STRAY,RETURN TO OWNER
SAMPSON,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,,01/19/2020,01/29/2020,10,QUARANTINE,RETURN TO OWNER
GOLIATH,MASTIFF/REDBONE HOUND,BR BRINDLE,Neutered,LARGE,02/15/2009,01/14/2014,01/15/2014,1,TRANSFER,RETURN TO OWNER
QUAKE,PARSON RUSS TER/MIX,WHITE/BLACK,Neutered,SMALL,9/11/2010,09/25/2015,09/25/2015,0,STRAY,RETURN TO OWNER
TINA,LABRADOR RETR/MIX,BLACK/WHITE,Female,MED,1/2/2019,03/29/2020,1/4/2020,3,CONFISCATE,RETURN TO OWNER
SNOW,SIBERIAN HUSKY,WHITE,Spayed,MED,12/20/2018,09/20/2019,09/21/2019,1,STRAY,RETURN TO OWNER
SULTAN,CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,01/19/2019,12/24/2019,12/26/2019,2,STRAY,RETURN TO OWNER
ALPHA,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,10/17/2015,3/9/2019,3/9/2019,0,STRAY,RETURN TO OWNER
TINY,CHIHUAHUA SH,RED,Female,SMALL,12/24/2016,12/24/2019,12/26/2019,2,STRAY,RETURN TO OWNER
ALPHA,GERM SHEPHERD,BROWN/BLACK,Male,LARGE,10/17/2015,03/24/2017,03/25/2017,1,STRAY,RETURN TO OWNER
CAMILA,CHIHUAHUA SH,TAN,Female,SMALL,01/19/2019,12/24/2019,12/26/2019,2,STRAY,RETURN TO OWNER
KODA,GERM SHEPHERD/SIBERIAN HUSKY,BLACK/TAN,Spayed,MED,12/4/2019,12/10/2019,10/25/2019,13,STRAY,RETURN TO OWNER
BETTY,GERM SHEPHERD/MIX,RED/BLACK,Female,LARGE,12/26/2008,12/26/2019,12/26/2019,0,STRAY,RETURN TO OWNER
RARITY,POODLE MIN/MIX,BLACK/WHITE,Female,SMALL,10/31/2013,10/31/2019,9/11/2019,9,CONFISCATE,RETURN TO OWNER
*PHILLIP,PIT BULL,BLUE/WHITE,Neutered,MED,02/25/2013,02/13/2016,9/4/2016,56,STRAY,ADOPTION
LUKAS,PIT BULL,WHITE/GRAY,Neutered,LARGE,1/6/2013,12/26/2019,12/26/2019,0,STRAY,RETURN TO OWNER
OATIE,GREAT PYRENEES,WHITE,Female,LARGE,,12/26/2019,12/26/2019,0,STRAY,RETURN TO OWNER
AZUL,PIT BULL,BLUE,Spayed,LARGE,01/21/2012,12/26/2019,12/26/2019,0,STRAY,RETURN TO OWNER
OSCAR,SCHNAUZER GIANT,BLACK,Neutered,LARGE,08/22/2012,12/25/2019,12/26/2019,1,STRAY,RETURN TO OWNER
SHADOW,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,10/4/2018,10/22/2019,9/11/2019,18,ADOPTION RETURN,TRANSFER
HIYU,GERM SHEPHERD,BLACK/TAN,Female,LARGE,9/4/2019,8/11/2019,9/11/2019,1,STRAY,RETURN TO OWNER
TIKE,POMERANIAN/MIX,WHITE/TAN,Neutered,SMALL,4/10/2008,12/24/2019,12/24/2019,0,STRAY,RETURN TO OWNER
SUGAR,SHIH TZU,TAN,Female,SMALL,03/25/2018,03/25/2020,2/4/2020,8,CONFISCATE,RETURN TO OWNER
HAPPY,PIT BULL,BROWN,Male,PUPPY,11/29/2019,02/29/2020,2/4/2020,33,CONFISCATE,TRANSFER
,PIT BULL/MIX,BROWN/WHITE,Female,PUPPY,10/2/2020,03/17/2020,2/4/2020,16,STRAY,TRANSFER
KIRA,SIBERIAN HUSKY,BLACK/WHITE,Spayed,MED,03/30/2019,6/3/2020,2/4/2020,27,OWNER SURRENDER,TRANSFER
PEARL,DACHSHUND,BROWN/WHITE,Spayed,SMALL,12/18/2009,10/24/2017,2/4/2020,891,CONFISCATE,TRANSFER
*THOR/ERF,GREAT PYRENEES/CATAHOULA,BR BRINDLE,Neutered,PUPPY,10/26/2015,01/26/2016,02/20/2016,25,OWNER SURRENDER,ADOPTION
BELLA,PARSON RUSS TER/MIX,BROWN,Female,SMALL,03/25/2016,03/25/2020,2/4/2020,8,CONFISCATE,RETURN TO OWNER
*WILBUR,CHIHUAHUA LH/MIX,WHITE/TAN,Male,TOY,01/14/2020,03/14/2020,2/4/2020,19,STRAY,TRANSFER
ZIGZAG,DACHSHUND,BROWN/WHITE,Neutered,SMALL,10/24/2008,10/24/2017,2/4/2020,891,CONFISCATE,TRANSFER
SIMON,AUST TERRIER/MIX,TRICOLOR,Neutered,MED,4/3/2007,4/1/2014,4/1/2014,0,STRAY,RETURN TO OWNER
*TRIXIE,CHIHUAHUA SH,BLACK/WHITE,Spayed,TOY,01/31/2013,01/31/2014,11/2/2014,11,STRAY,ADOPTION
DIXIE,AUST CATTLE DOG/MIX,BLUE MERLE/TAN,Spayed,MED,8/5/2012,8/5/2014,05/24/2014,16,STRAY,ADOPTION
*HENRY,PARSON RUSS TER/CHIHUAHUA SH,TRICOLOR,Neutered,SMALL,12/6/2019,02/19/2020,2/4/2020,43,STRAY,TRANSFER
,PIT BULL/MIX,BLACK/WHITE,Male,PUPPY,10/2/2020,03/17/2020,2/4/2020,16,STRAY,TRANSFER
*AVA,SIBERIAN HUSKY,GRAY/BLACK,Spayed,MED,12/13/2017,11/30/2019,12/27/2019,27,STRAY,ADOPTION
BUSTER,PARSON RUSS TER/MIX,WHITE/BLACK,Male,MED,12/11/2012,12/11/2019,12/11/2019,0,STRAY,RETURN TO OWNER
BUBS,BORDER COLLIE/MIX,BROWN,Neutered,MED,,11/11/2019,12/11/2019,1,CONFISCATE,RETURN TO OWNER
BO,GERM SHEPHERD/MIX,GOLD/WHITE,Male,LARGE,10/27/2018,9/12/2019,12/27/2019,18,STRAY,RETURN TO OWNER
ROO,CHIHUAHUA LH/MIX,BROWN,Spayed,SMALL,,10/11/2019,12/11/2019,2,STRAY,RETURN TO OWNER
BOOTS,PARSON RUSS TER/MIX,BLACK/BROWN,Neutered,SMALL,8/9/2016,8/3/2018,03/22/2018,14,STRAY,ADOPTION
PENNY,DACHSHUND,CHOCOLATE,Spayed,SMALL,07/25/2018,06/25/2019,06/25/2019,0,STRAY,RETURN TO OWNER
BUDDY,LABRADOR RETR,YELLOW,Neutered,LARGE,11/29/2016,10/19/2018,11/30/2018,42,STRAY,ADOPTION
BRUTUS,RHOD RIDGEBACK,RED,Neutered,LARGE,03/24/2016,08/24/2016,09/27/2016,34,STRAY,ADOPTION
Z,PIT BULL/MIX,BLACK/BROWN,Male,MED,7/9/2015,7/11/2019,12/11/2019,5,CONFISCATE,RETURN TO OWNER
ZEUS,PIT BULL/LABRADOR RETR,BLACK/WHITE,Neutered,MED,01/25/2019,10/24/2019,12/11/2019,19,STRAY,ADOPTION
TURBO,AKBASH/MIX,WHITE,Male,LARGE,,12/26/2019,12/27/2019,1,STRAY,RETURN TO OWNER
*MARIAH,CHIHUAHUA SH,TAN/WHITE,Spayed,SMALL,12/14/2014,12/14/2019,12/27/2019,13,STRAY,ADOPTION
CHEWY,PIT BULL/MIX,BLACK,Male,MED,,12/22/2019,12/27/2019,5,STRAY,RETURN TO OWNER
*MARIO,CHIHUAHUA SH,BROWN/BLACK,Neutered,SMALL,12/12/2018,12/12/2019,12/27/2019,15,STRAY,ADOPTION
RICO,YORKSHIRE TERR,BROWN,Male,SMALL,2/1/2018,2/1/2019,2/1/2019,0,STRAY,RETURN TO OWNER
NALA,BULL TERRIER,TRICOLOR,Female,SMALL,06/21/2012,11/13/2019,11/13/2019,0,STRAY,RETURN TO OWNER
LOUIE,ROTTWEILER,BLACK/BROWN,Male,LARGE,4/2/2012,4/2/2020,4/2/2020,0,STRAY,RETURN TO OWNER
MAC,PIT BULL,BR BRINDLE/WHITE,Neutered,MED,04/30/2010,9/11/2019,12/11/2019,3,CONFISCATE,RETURN TO OWNER
,SCHNAUZER MIN/PARSON RUSS TER,BR BRINDLE,Male,MED,,11/13/2019,11/13/2019,0,STRAY,RETURN TO OWNER
ROSIE,AUST CATTLE DOG,RED MERLE,Spayed,MED,2/2/2018,9/11/2019,11/13/2019,4,QUARANTINE,RETURN TO OWNER
POINT,PARSON RUSS TER,WHITE/BLACK,Neutered,SMALL,06/15/2009,3/2/2020,4/2/2020,1,STRAY,RETURN TO OWNER
KING,ALASKAN HUSKY,WHITE,Neutered,LARGE,01/22/2018,10/1/2019,01/22/2019,12,STRAY,RETURN TO OWNER
SEBASTIAN,GERM SHEPHERD/MIX,TRICOLOR,Neutered,LARGE,08/23/2018,01/14/2020,01/16/2020,2,STRAY,RETURN TO OWNER
*ASHLEY,ALASK MALAMUTE,GRAY/WHITE,Spayed,MED,01/30/2019,01/16/2020,4/2/2020,19,STRAY,ADOPTION
BOOMER,GOLDEN RETR,RED,Neutered,LARGE,05/16/2005,10/7/2018,10/7/2018,0,STRAY,RETURN TO OWNER
SEBASTIAN,GERM SHEPHERD/MIX,TRICOLOR,Neutered,LARGE,08/23/2018,6/8/2019,6/8/2019,0,STRAY,RETURN TO OWNER
*GNOME,AUST CATTLE DOG/CATAHOULA,WHITE,Spayed,PUPPY,09/27/2019,12/17/2019,12/28/2019,11,STRAY,ADOPTION
DORY,AUST CATTLE DOG,WHITE/BLACK,Spayed,MED,4/2/2014,02/28/2020,2/4/2020,34,OWNER SURRENDER,TRANSFER
BROWNIE,PIT BULL/MIX,BROWN/WHITE,Male,SMALL,02/19/2014,12/27/2019,12/28/2019,1,STRAY,RETURN TO OWNER
DAISY MAY,PARSON RUSS TER,WHITE/RED,Spayed,MED,06/30/2014,10/12/2019,12/28/2019,18,STRAY,ADOPTION
BO,GERM SHEPHERD/MIX,GOLD/WHITE,Male,LARGE,10/27/2018,12/27/2019,12/27/2019,0,STRAY,RETURN TO OWNER
,SHIBA INU,BLACK/TAN,Female,SMALL,12/18/2017,12/18/2019,12/28/2019,10,STRAY,RETURN TO OWNER
*HELEN,AUST SHEPHERD,BLACK/WHITE,Spayed,LARGE,03/19/2007,03/19/2020,6/4/2020,18,STRAY,TRANSFER
SEBASTIAN,GERM SHEPHERD/MIX,TRICOLOR,Neutered,LARGE,08/23/2018,08/19/2019,08/20/2019,1,STRAY,RETURN TO OWNER
MICKEY,POODLE MIN/MIX,GRAY,Neutered,TOY,06/13/2011,12/27/2019,12/28/2019,1,STRAY,RETURN TO OWNER
KODA,GERM SHEPHERD/SIBERIAN HUSKY,BLACK/TAN,Spayed,MED,12/4/2019,7/12/2019,12/28/2019,21,STRAY,ADOPTION
POSEY,BEAGLE,BROWN/WHITE,Spayed,MED,04/27/2006,1/2/2020,4/2/2020,3,STRAY,RETURN TO OWNER
LADASHA,CHIHUAHUA SH,BLACK/TAN,Spayed,TOY,07/15/2009,10/25/2019,11/14/2019,20,STRAY,TRANSFER
LOBA,SIBERIAN HUSKY,GRAY/BLACK,Female,MED,11/18/2018,03/23/2020,7/4/2020,15,STRAY,RETURN TO OWNER
NICKI,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,04/23/2016,10/20/2018,10/23/2018,3,STRAY,RETURN TO OWNER
JUNE,SIBERIAN HUSKY,WHITE,Spayed,LARGE,1/11/2014,4/2/2017,02/24/2017,20,STRAY,ADOPTION
BROWNIE,CHIHUAHUA SH/MIX,BLACK/BROWN,Neutered,SMALL,,12/30/2019,12/30/2019,0,STRAY,RETURN TO OWNER
PRINCESS,CHIHUAHUA SH/MIX,TAN/WHITE,Spayed,PUPPY,08/13/2016,03/31/2017,8/4/2017,8,ADOPTION RETURN,ADOPTION
NICKI,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,04/23/2016,07/18/2019,07/18/2019,0,STRAY,RETURN TO OWNER
,CHIHUAHUA SH,TAN/WHITE,Female,SMALL,5/11/2007,5/11/2019,11/14/2019,9,STRAY,TRANSFER
KONA,SIBERIAN HUSKY,UNKNOWN,Spayed,MED,06/29/2018,09/23/2019,09/24/2019,1,STRAY,RETURN TO OWNER
BRUISER,BOSTON TERRIER,BROWN,Neutered,SMALL,1/8/2014,10/27/2017,10/28/2017,1,CONFISCATE,RETURN TO OWNER
NYX,STAFFORDSHIRE,TRICOLOR,Spayed,LARGE,06/28/2016,8/4/2020,8/4/2020,0,STRAY,RETURN TO OWNER
ROCCO,PIT BULL,BLACK/WHITE,Male,SMALL,1/6/2019,03/23/2020,7/4/2020,15,STRAY,RETURN TO OWNER
BRANDY,BORDER COLLIE/IRISH SETTER,BROWN,Spayed,MED,1/4/2008,8/7/2016,8/7/2016,0,STRAY,RETURN TO OWNER
QUINTEN,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,MED,03/27/2017,03/27/2020,7/4/2020,11,QUARANTINE,RETURN TO OWNER
MILKYMOO,GREAT PYRENEES,WHITE/BLACK,Spayed,X-LRG,5/7/2017,11/6/2019,08/16/2019,66,STRAY,ADOPTION
BUZZ,PARSON RUSS TER/MIX,TAN/WHITE,Male,SMALL,7/11/2012,12/31/2019,12/31/2019,0,STRAY,RETURN TO OWNER
SNOW,SIBERIAN HUSKY,WHITE,Spayed,MED,12/20/2018,1/4/2020,9/4/2020,8,STRAY,RETURN TO OWNER
ANNABEL,SIBERIAN HUSKY,BLACK/WHITE,Spayed,MED,08/28/2014,03/25/2017,5/4/2017,11,OWNER SURRENDER,ADOPTION
WALTER,ANATOL SHEPHERD/MIX,TAN/WHITE,Neutered,LARGE,4/2/2019,4/2/2020,4/2/2020,0,STRAY,RTOS
COCO,CHIHUAHUA SH/MIX,BLACK/TAN,Spayed,TOY,09/20/2012,09/20/2014,9/10/2014,19,STRAY,ADOPTION
FAT CHANCE,AUST SHEPHERD,TRICOLOR,Neutered,MED,6/11/2008,11/15/2019,11/15/2019,0,STRAY,RETURN TO OWNER
CHOLO,BORDER COLLIE/MIX,WHITE/BROWN,Male,MED,08/22/2017,11/15/2019,11/15/2019,0,STRAY,RETURN TO OWNER
OREO,TR WALKER HOUND,TRICOLOR,Female,MED,08/27/2018,07/19/2019,07/19/2019,0,STRAY,RETURN TO OWNER
DINO,GERM SHEPHERD/MIX,BROWN/BLACK,Neutered,LARGE,5/2/2016,01/29/2020,5/2/2020,7,CONFISCATE,RETURN TO OWNER
WOF WOF,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,LARGE,5/4/2006,11/14/2019,11/15/2019,1,CONFISCATE,RETURN TO OWNER
RILEY,AUST SHEPHERD,BROWN,Neutered,MED,2/8/2007,11/15/2019,11/15/2019,0,STRAY,RETURN TO OWNER
CHAPO,YORKSHIRE TERR,TAN/BLACK,Male,SMALL,12/31/2018,12/27/2019,12/31/2019,4,STRAY,RETURN TO OWNER
COCO,ITAL GREYHOUND/CHIHUAHUA SH,BROWN/WHITE,Neutered,SMALL,10/26/2013,12/30/2014,01/13/2015,14,STRAY,RETURN TO OWNER
MAX,BOSTON TERRIER,BLACK/WHITE,Neutered,SMALL,12/1/2009,12/29/2015,01/14/2016,16,OWNER SURRENDER,ADOPTION
,CHIHUAHUA SH,WHITE/FAWN,Spayed,SMALL,4/2/2008,01/27/2020,5/2/2020,9,STRAY,TRANSFER
WALTER,ANATOL SHEPHERD/MIX,TAN/WHITE,Neutered,LARGE,4/2/2019,4/2/2020,5/2/2020,1,OWNER SURRENDER,RETURN TO OWNER
*SHIRLEY,GREAT DANE,BLACK/WHITE,Spayed,X-LRG,03/23/2019,01/22/2020,5/2/2020,14,STRAY,ADOPTION
BEAUFORD,PIT BULL,BLACK/WHITE,Neutered,LARGE,09/17/2014,09/17/2018,09/18/2018,1,STRAY,RETURN TO OWNER
,CHIHUAHUA SH,BROWN,Male,SMALL,01/18/2010,01/18/2020,5/2/2020,18,STRAY,TRANSFER
*DUKE,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,9/3/2014,02/18/2017,07/13/2017,145,STRAY,ADOPTION
BELLA,CHIHUAHUA SH/PARSON RUSS TER,WHITE,Spayed,SMALL,,01/27/2020,5/2/2020,9,STRAY,RETURN TO OWNER
TAZ,CHIHUAHUA SH,BLACK/BROWN,Male,SMALL,5/2/2016,4/2/2020,5/2/2020,1,STRAY,RETURN TO OWNER
BELLA,CHIHUAHUA SH/PARSON RUSS TER,WHITE,Spayed,SMALL,,08/23/2017,08/23/2017,0,STRAY,RETURN TO OWNER
CHLOE,PUG/BEAGLE,TAN,Spayed,SMALL,09/16/2014,4/2/2020,5/2/2020,1,STRAY,RETURN TO OWNER
BELLA,CHIHUAHUA SH/PARSON RUSS TER,WHITE,Spayed,SMALL,,12/4/2017,04/13/2017,1,STRAY,RETURN TO OWNER
TERMO,RAT TERRIER,TRICOLOR,Neutered,SMALL,11/30/2011,01/23/2020,5/2/2020,13,OWNER SURRENDER,TRANSFER
RAFFI,PARSON RUSS TER,BROWN,Neutered,SMALL,01/25/2014,01/17/2020,5/2/2020,19,OWNER SURRENDER,TRANSFER
*BEAR,AKITA/MIX,TAN,Neutered,LARGE,7/2/2017,7/2/2020,10/4/2020,63,STRAY,TRANSFER
DARBY,PIT BULL/MIX,CHOCOLATE/WHITE,Neutered,MED,,8/4/2020,10/4/2020,2,STRAY,RETURN TO OWNER
BUBBA,PUG,FAWN/BLACK,Male,SMALL,11/14/2015,11/14/2019,11/16/2019,2,STRAY,RETURN TO OWNER
SAL,PARSON RUSS TER,WHITE,Neutered,SMALL,7/5/2015,7/11/2018,11/17/2018,10,QUARANTINE,RETURN TO OWNER
ROMEO,CHIHUAHUA SH/MIX,TAN,Male,TOY,1/10/2017,03/20/2020,11/4/2020,22,OWNER SURRENDER,TRANSFER
LILU,SIBERIAN HUSKY/MIX,WHITE,Spayed,MED,5/4/2019,3/3/2020,11/4/2020,39,STRAY,TRANSFER
RAMBO,SIBERIAN HUSKY/MIX,WHITE,Neutered,MED,5/5/2019,3/3/2020,11/4/2020,39,STRAY,TRANSFER
SAL,PARSON RUSS TER,WHITE,Neutered,SMALL,7/5/2015,06/20/2019,06/21/2019,1,CONFISCATE,RETURN TO OWNER
SAL,PARSON RUSS TER,WHITE,Neutered,SMALL,7/5/2015,9/8/2019,08/14/2019,5,CONFISCATE,RETURN TO OWNER
JAZZI,CHIHUAHUA LH,TAN,Spayed,TOY,05/15/2018,10/23/2019,11/16/2019,24,STRAY,ADOPTION
*PHOEBE,CHIHUAHUA SH,BLACK/WHITE,Female,SMALL,10/1/2008,10/1/2018,02/14/2018,35,STRAY,EUTHANIZE
CHILLIE,CHIHUAHUA SH,BROWN,Male,SMALL,,10/12/2019,2/1/2020,23,OWNER SURRENDER,TRANSFER
*GEM,GERM SHEPHERD/MIX,BLACK/BROWN,Spayed,MED,09/19/2018,9/3/2020,11/4/2020,33,STRAY,TRANSFER
*CHER,GERM SHEPHERD/MIX,BLACK/TAN,Spayed,MED,6/4/2019,03/15/2020,11/4/2020,27,STRAY,TRANSFER
*JULIET,GREAT PYRENEES,WHITE,Spayed,X-LRG,03/27/2019,02/25/2020,11/4/2020,46,STRAY,TRANSFER
*ROMEO,GREAT PYRENEES,WHITE,Neutered,X-LRG,03/27/2019,02/25/2020,11/4/2020,46,STRAY,TRANSFER
MOJO,CHIHUAHUA SH/PARSON RUSS TER,BROWN,Spayed,SMALL,6/6/2017,6/12/2019,2/1/2020,27,OWNER SURRENDER,ADOPTION
ZEUS,ALASKAN HUSKY,BROWN/WHITE,Male,LARGE,1/2/2018,01/31/2020,6/2/2020,6,STRAY,RETURN TO OWNER
MAX,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,5/7/2017,2/1/2020,2/1/2020,0,STRAY,RETURN TO OWNER
BAILEY,BOSTON TERRIER,BLACK/WHITE,Male,TOY,12/23/2001,06/19/2014,6/7/2014,17,OWNER SURRENDER,TRANSFER
RAMPAGE,GERM SHEPHERD/MIX,CREAM,Female,LARGE,12/31/2018,12/31/2019,2/1/2020,2,STRAY,RETURN TO OWNER
REGULO,GERM SHEPHERD,WHITE,Male,MED,03/19/2016,1/1/2020,2/1/2020,1,STRAY,RETURN TO OWNER
*LUKE,RAT TERRIER/MIX,WHITE/BLACK,Neutered,PUPPY,10/16/2019,12/18/2019,2/1/2020,15,STRAY,ADOPTION
*COLE,CAIRN TERRIER/YORKSHIRE TERR,BROWN/BLACK,Neutered,SMALL,1/7/2017,12/17/2019,2/1/2020,16,STRAY,ADOPTION
*BINGO,BOSTON TERRIER,BLACK/WHITE,Neutered,SMALL,,9/6/2018,06/27/2018,18,STRAY,TRANSFER
,BORDER COLLIE/MIX,TAN/WHITE,Male,MED,,12/11/2018,11/16/2018,4,STRAY,RETURN TO OWNER
*DUMPLING,COCKER SPAN/MIX,BLACK/GRAY,Female,SMALL,12/13/2003,12/13/2019,2/1/2020,20,STRAY,TRANSFER
*LUCY,RAT TERRIER/MIX,WHITE/BLACK,Spayed,PUPPY,10/16/2019,12/18/2019,2/1/2020,15,STRAY,ADOPTION
AUNT BEA,BORDER COLLIE/MIX,TAN/WHITE,Female,MED,,12/11/2018,11/16/2018,4,STRAY,RETURN TO OWNER
PARKER,GERM SHEPHERD/WELSH CORGI CAR,BLACK/TAN,Neutered,MED,03/24/2016,05/18/2017,05/24/2017,6,STRAY,RETURN TO OWNER
LIZZY,PIT BULL/MIX,BLACK,Spayed,MED,8/6/2011,5/2/2020,6/2/2020,1,STRAY,RETURN TO OWNER
NORI,SIBERIAN HUSKY,WHITE/BLACK,Neutered,LARGE,08/28/2014,06/22/2017,06/24/2017,2,STRAY,RETURN TO OWNER
STORM,GERM SHEPHERD/MIX,TAN,Spayed,MED,9/11/2016,07/25/2017,12/8/2017,18,STRAY,RETURN TO OWNER
,BORDER COLLIE/MIX,TAN/WHITE,Female,MED,,12/11/2018,11/16/2018,4,STRAY,RETURN TO OWNER
HERCULES,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,3/2/2015,11/18/2019,11/19/2019,1,STRAY,RETURN TO OWNER
LIL,BORDER COLLIE,BROWN/WHITE,Spayed,MED,11/29/2014,10/24/2015,10/27/2015,3,STRAY,RETURN TO OWNER
STORM,GERM SHEPHERD/MIX,TAN,Spayed,MED,9/11/2016,06/22/2017,06/24/2017,2,STRAY,RETURN TO OWNER
PARKER,GERM SHEPHERD/WELSH CORGI CAR,BLACK/TAN,Neutered,MED,03/24/2016,07/25/2017,12/8/2017,18,STRAY,RETURN TO OWNER
PARKER,GERM SHEPHERD/WELSH CORGI CAR,BLACK/TAN,Neutered,MED,03/24/2016,06/22/2017,06/24/2017,2,STRAY,RETURN TO OWNER
MOA,LABRADOR RETR/BORDER COLLIE,BLACK,Male,MED,6/7/2017,11/19/2019,11/19/2019,0,STRAY,RETURN TO OWNER
NORI,SIBERIAN HUSKY,WHITE/BLACK,Neutered,LARGE,08/28/2014,6/1/2015,7/1/2015,1,STRAY,RETURN TO OWNER
ROWDY,RHOD RIDGEBACK/ROTTWEILER,BLACK/TAN,Male,MED,6/7/2018,11/19/2019,11/19/2019,0,STRAY,RETURN TO OWNER
BLUE,DACHSHUND,BLACK/TAN,Neutered,SMALL,01/18/2007,11/18/2019,11/19/2019,1,STRAY,RETURN TO OWNER
KIRK,PIT BULL,BROWN,Neutered,MED,10/24/2014,10/24/2015,11/24/2015,31,STRAY,ADOPTION
MISSY,SCHNAUZER MIN/MIX,BLACK/TAN,Spayed,PUPPY,5/2/2019,2/4/2019,04/20/2019,18,STRAY,ADOPTION
*QUIX,CATAHOULA/MIX,BLUE MERLE/WHITE,Neutered,MED,10/3/2015,10/2/2018,04/13/2020,793,CONFISCATE,TRANSFER
COOKIE,BORDER COLLIE/MIX,WHITE/BLUE MERLE,Spayed,MED,4/2/2014,02/28/2020,04/13/2020,45,OWNER SURRENDER,TRANSFER
,DACHSHUND,BLACK/TAN,Female,SMALL,3/4/2018,3/4/2020,04/13/2020,10,STRAY,TRANSFER
*SNOOP,DACHSHUND/PARSON RUSS TER,BLACK/TAN,Neutered,SMALL,09/19/2019,3/3/2020,04/13/2020,41,STRAY,TRANSFER
*CRASH,AKITA/PIT BULL,RED/WHITE,Neutered,LARGE,01/24/2017,01/24/2020,04/13/2020,80,STRAY,TRANSFER
*CHIP,PAPILLON/MIX,BROWN/WHITE,Male,SMALL,03/18/2012,03/18/2020,04/13/2020,26,STRAY,TRANSFER
,CHIHUAHUA SH/MIX,BROWN/BLACK,Male,SMALL,10/3/2017,10/3/2020,04/13/2020,34,STRAY,TRANSFER
JAKE,RAT TERRIER,BLACK/WHITE,Neutered,SMALL,1/3/2011,02/29/2020,04/13/2020,44,STRAY,TRANSFER
*TOBIAS,PIT BULL,BROWN/WHITE,Neutered,MED,4/3/2019,4/3/2020,04/13/2020,40,STRAY,TRANSFER
*HAGRID,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,12/3/2017,12/3/2020,04/13/2020,32,STRAY,TRANSFER
*ANDRE,CHIHUAHUA SH,BROWN,Neutered,SMALL,09/17/2019,3/3/2020,04/13/2020,41,STRAY,TRANSFER
